Timestamp,Outdoor Temperature (°C),Outdoor Humidity (%),Bedroom_Temperature (°C),Indoor Humidity (%),Bedroom Absolute Humidity,Fan_1_Power (W),Fan_2_Power (W),LED_Tube_Lights_Power (W),,AC_Power (W),Bedroom_Total_Power (W),Bedroom Energy (kWh),Bedroom_In_Use,Ports_Power (W),Small_Lights_Power (W),Room_Heater_Power (W),Weekday
2024-01-02 14:00:00,15.6,67.5,16.9,73.7,10.57,0,0,0,,0,0,0,FALSE,1.036542915,51.4794201,1294.969691,Tuesday
2024-01-02 15:00:00,16.6,69.2,17.5,65.3,9.73,0,0,0,,0,0,0,FALSE,0,9.146664145,1072.146943,Tuesday
2024-01-02 16:00:00,14.7,68.1,15.7,73.1,9.76,0,0,0,,0,0,0,FALSE,0,21.9120343,0,Tuesday
2024-01-02 17:00:00,14.8,69.3,15.4,68,8.94,0,0,0,,0,0,0,FALSE,2.809250111,0,0,Tuesday
2024-01-02 18:00:00,13.9,68.8,15.3,75.9,9.91,0,0,0,,0,0,0,FALSE,2.708807962,0,0,Tuesday
2024-01-02 19:00:00,11.7,66.7,13,73.6,8.36,0,0,21.2,,0,281,0.281,TRUE,1.924836946,0,0,Tuesday
2024-01-02 20:00:00,13.9,67.9,14.7,73.6,9.29,0,0,37.4,,0,225,0.225,TRUE,0,2.685390494,0,Tuesday
2024-01-02 21:00:00,13.4,73.2,14.5,72.1,8.95,0,0,38.4,,0,331.8,0.332,TRUE,1.733259785,14.49678645,1306.913561,Tuesday
2024-01-02 22:00:00,14.2,68.2,15.1,72.9,9.38,0,0,29.2,,0,263.3,0.263,TRUE,0.542232753,0,1165.401356,Tuesday
2024-01-02 23:00:00,12.8,60.6,13.5,65.6,7.69,0,0,0,,0,160.2,0.16,TRUE,2.637446705,0,1128.06556,Tuesday
2024-01-03 00:00:00,11,66.4,12,71.2,7.59,0,0,0,,0,0,0,TRUE,0,0,0,Wednesday
2024-01-03 01:00:00,12.2,63,13.2,59.4,6.83,0,0,0,,0,0,0,TRUE,0,0,0,Wednesday
2024-01-03 02:00:00,14.2,63.9,15.2,61.1,7.94,0,0,0,,0,0,0,TRUE,0.517058712,0,0,Wednesday
2024-01-03 03:00:00,16,67.5,16.9,64,9.18,0,0,0,,0,0,0,TRUE,0,0,0,Wednesday
2024-01-03 04:00:00,15.2,71.2,15.9,74.7,10.11,0,0,34.4,,0,34.4,0.034,TRUE,0.795357906,0,0,Wednesday
2024-01-03 05:00:00,13.2,64.8,14.1,70.4,8.54,0,0,39.4,,0,39.4,0.039,TRUE,2.695644375,0,0,Wednesday
2024-01-03 06:00:00,15.3,66.2,15.8,71.7,9.65,0,0,40,,0,40,0.04,TRUE,0,4.80031745,0,Wednesday
2024-01-03 07:00:00,14.4,68.2,15.7,74,9.9,0,0,49.7,,0,49.7,0.05,TRUE,0,0,0,Wednesday
2024-01-03 08:00:00,14.9,69.7,15.9,74.9,10.16,0,0,38.4,,0,38.4,0.038,TRUE,0,16.38837286,0,Wednesday
2024-01-03 09:00:00,13.7,72.5,15.1,78.1,10.05,0,0,47.3,,0,47.3,0.047,TRUE,0,13.1694276,0,Wednesday
2024-01-03 10:00:00,15,67.7,16.4,64.4,9,0,0,0,,0,0,0,FALSE,0,20.73127326,0,Wednesday
2024-01-03 11:00:00,14.4,74.1,15.2,79.2,10.28,0,0,0,,0,0,0,FALSE,2.383687209,9.728975493,0,Wednesday
2024-01-03 12:00:00,13.9,72.5,14.9,70.2,8.95,0,0,0,,0,0,0,FALSE,0.636358202,36.86677596,1023.611443,Wednesday
2024-01-03 13:00:00,13.1,66.4,13.8,71.6,8.54,0,0,0,,0,0,0,FALSE,1.546276829,37.2311258,1052.995728,Wednesday
2024-01-03 14:00:00,11.7,69.3,12.5,73.3,8.08,0,0,0,,0,0,0,FALSE,1.155136042,34.21305255,1075.582481,Wednesday
2024-01-03 15:00:00,12.8,62.9,13.9,60.7,7.26,0,0,0,,0,0,0,FALSE,0,7.889450572,1179.933904,Wednesday
2024-01-03 16:00:00,14.5,67,15.5,63.9,8.44,0,0,0,,0,0,0,FALSE,0,32.82376821,0,Wednesday
2024-01-03 17:00:00,12.6,72.3,13.3,76,8.76,0,0,0,,0,0,0,FALSE,1.779452565,8.098299107,0,Wednesday
2024-01-03 18:00:00,15.3,68.9,15.8,74.3,10.01,0,0,0,,0,0,0,FALSE,1.866287915,34.12828367,0,Wednesday
2024-01-03 19:00:00,13.2,70.1,14.5,68.7,8.51,0,0,22.5,,0,314.7,0.315,TRUE,1.294977744,11.53012423,0,Wednesday
2024-01-03 20:00:00,14,74.3,14.8,82.2,10.44,0,0,36.7,,0,197.1,0.197,TRUE,0,22.78958363,0,Wednesday
2024-01-03 21:00:00,10.4,68.4,11.1,73.8,7.43,0,0,25.1,,0,175.3,0.175,TRUE,1.888253262,11.35457756,1241.215077,Wednesday
2024-01-03 22:00:00,11.1,72.7,12.6,80.4,8.88,0,0,46.4,,0,241.9,0.242,TRUE,0,0,1338.732827,Wednesday
2024-01-03 23:00:00,14.1,69.9,15.4,74.3,9.76,0,0,0,,0,286.4,0.286,TRUE,0.878855715,0,1147.087097,Wednesday
2024-01-04 00:00:00,17,68.2,17.8,65.3,9.91,0,0,36.2,,0,36.2,0.036,TRUE,0,0,0,Thursday
2024-01-04 01:00:00,13.2,66.3,14.3,74,9.06,0,0,0,,0,0,0,TRUE,0.817436175,0,0,Thursday
2024-01-04 02:00:00,14.6,68.2,15.5,72.1,9.55,0,0,0,,0,0,0,TRUE,0.890805115,0,0,Thursday
2024-01-04 03:00:00,15.7,75.1,16.9,73.2,10.51,0,0,0,,0,0,0,TRUE,0,0,0,Thursday
2024-01-04 04:00:00,15.6,73.9,17,78.2,11.31,0,0,44.5,,0,44.5,0.044,TRUE,2.33840884,0,0,Thursday
2024-01-04 05:00:00,14.5,65.2,16,70.3,9.55,0,0,39.1,,0,39.1,0.039,TRUE,0,0,0,Thursday
2024-01-04 06:00:00,13.5,66.2,14.4,62.6,7.76,0,0,55.7,,0,55.7,0.056,TRUE,0,23.45798278,0,Thursday
2024-01-04 07:00:00,14.2,69,15.2,74.2,9.63,0,0,50.2,,0,50.2,0.05,TRUE,0,6.815038962,0,Thursday
2024-01-04 08:00:00,11.6,67.4,12.3,65,7.04,0,0,36.4,,0,36.4,0.036,TRUE,0,30.49523227,0,Thursday
2024-01-04 09:00:00,13.3,67.7,14.5,71.8,8.93,0,0,37.2,,0,37.2,0.037,TRUE,2.076951197,0,0,Thursday
2024-01-04 10:00:00,10.4,69.6,10.9,75.5,7.52,0,0,0,,0,0,0,FALSE,0,18.87704367,0,Thursday
2024-01-04 11:00:00,11.7,69.2,12.9,73.1,8.23,0,0,0,,0,0,0,FALSE,1.53363008,66.84980228,0,Thursday
2024-01-04 12:00:00,14.7,74.2,15.5,70.4,9.34,0,0,0,,0,0,0,FALSE,0,0,1391.429676,Thursday
2024-01-04 13:00:00,12.5,56.8,13.9,63.6,7.59,0,0,0,,0,0,0,FALSE,0.682006588,26.95287623,1145.050297,Thursday
2024-01-04 14:00:00,11.8,68.4,12.7,66.2,7.38,0,0,0,,0,0,0,FALSE,0,0,1188.256404,Thursday
2024-01-04 15:00:00,13.6,65.2,14.2,73.1,8.91,0,0,0,,0,0,0,FALSE,0.688303844,16.27211652,1344.190761,Thursday
2024-01-04 16:00:00,15.6,65.3,16.8,69.3,9.87,0,0,0,,0,0,0,FALSE,0.543120512,0,0,Thursday
2024-01-04 17:00:00,11.7,77.3,12.5,81.2,8.93,0,0,0,,0,0,0,FALSE,1.020993534,16.45925251,0,Thursday
2024-01-04 18:00:00,14.4,67.9,15.5,73.3,9.67,0,0,0,,0,0,0,FALSE,0,15.35119217,0,Thursday
2024-01-04 19:00:00,14.6,66.9,16,70,9.52,0,0,23.9,,0,296.1,0.296,TRUE,0,0,0,Thursday
2024-01-04 20:00:00,15.2,69.8,16.4,73.3,10.2,0,0,25.9,,0,222.5,0.222,TRUE,0,25.8614333,0,Thursday
2024-01-04 21:00:00,14,68,15,71.9,9.23,0,0,48.7,,0,225.7,0.226,TRUE,0,0,1467.408929,Thursday
2024-01-04 22:00:00,14.4,64.3,15.6,68.5,9.13,0,0,45.4,,0,226.3,0.226,TRUE,0,0,1268.573389,Thursday
2024-01-04 23:00:00,14,64.1,15.3,62.2,8.12,0,0,0,,0,239.1,0.239,TRUE,1.822272494,0,1255.523978,Thursday
2024-01-05 00:00:00,13.9,66.2,14.9,71.9,9.14,0,0,0,,0,0,0,TRUE,0,0,0,Friday
2024-01-05 01:00:00,13.4,66.4,14.7,69.9,8.8,0,0,0,,0,0,0,TRUE,0,0,0,Friday
2024-01-05 02:00:00,15.5,69.7,16.7,68.5,9.71,0,0,0,,0,0,0,TRUE,2.838890849,0,0,Friday
2024-01-05 03:00:00,15.4,66.6,16,70.6,9.65,0,0,0,,0,0,0,TRUE,0,0,0,Friday
2024-01-05 04:00:00,12.1,63,13.1,67.7,7.74,0,0,20,,0,20,0.02,TRUE,0,0,0,Friday
2024-01-05 05:00:00,14.6,73.9,15.9,70.4,9.53,0,0,40,,0,40,0.04,TRUE,1.868283143,0,0,Friday
2024-01-05 06:00:00,11.5,61,12.6,57.5,6.36,0,0,49.4,,0,49.4,0.049,TRUE,1.368580403,20.44387399,0,Friday
2024-01-05 07:00:00,15.1,77.1,16.4,83.2,11.6,0,0,40.4,,0,40.4,0.04,TRUE,0,6.918714058,0,Friday
2024-01-05 08:00:00,11.7,67.1,12.6,72.9,8.05,0,0,52.9,,0,52.9,0.053,TRUE,0,8.902017572,0,Friday
2024-01-05 09:00:00,13.3,68.8,14.2,75.5,9.23,0,0,56.4,,0,56.4,0.056,TRUE,2.136118421,21.58857029,0,Friday
2024-01-05 10:00:00,13.4,64.7,14.7,67.9,8.57,0,0,0,,0,0,0,FALSE,1.532579698,44.43521033,0,Friday
2024-01-05 11:00:00,14.1,67.4,14.9,71.8,9.12,0,0,0,,0,0,0,FALSE,2.298774215,27.08229608,0,Friday
2024-01-05 12:00:00,14.9,69.4,16.1,67.5,9.23,0,0,0,,0,0,0,FALSE,2.447275698,32.34005988,1490.862349,Friday
2024-01-05 13:00:00,13.6,66.2,14.5,62.4,7.74,0,0,0,,0,0,0,FALSE,0,29.31617893,1213.942437,Friday
2024-01-05 14:00:00,15,64.4,15.7,63.2,8.47,0,0,0,,0,0,0,FALSE,0,19.48867421,1054.062542,Friday
2024-01-05 15:00:00,13.1,72.4,14,70.4,8.5,0,0,0,,0,0,0,FALSE,0,7.989649138,1495.343902,Friday
2024-01-05 16:00:00,14.7,72.1,15.9,77.9,10.52,0,0,0,,0,0,0,FALSE,0,23.65097754,0,Friday
2024-01-05 17:00:00,17.7,71.2,18.9,76.5,12.37,0,0,0,,0,0,0,FALSE,2.130168456,1.668569131,0,Friday
2024-01-05 18:00:00,12,67.6,13,75.4,8.55,0,0,0,,0,0,0,FALSE,0,26.80133513,0,Friday
2024-01-05 19:00:00,14.6,67,16,71.7,9.76,0,0,26.8,,0,251.8,0.252,TRUE,0,16.35376548,0,Friday
2024-01-05 20:00:00,14.2,67.3,15,73.7,9.48,0,0,36.4,,0,292.4,0.292,TRUE,2.174107361,6.488996278,0,Friday
2024-01-05 21:00:00,12.9,69.6,13.4,68,7.91,0,0,37.5,,0,247.5,0.247,TRUE,0,19.3601078,1099.438648,Friday
2024-01-05 22:00:00,15.1,63.7,16.6,70.6,9.95,0,0,41.6,,0,214.3,0.214,TRUE,0,0,1351.490055,Friday
2024-01-05 23:00:00,13.9,71.5,14.7,70.3,8.86,0,0,0,,0,169.2,0.169,TRUE,2.228734391,0,1289.244061,Friday
2024-01-06 00:00:00,12.4,71.1,13.7,68.7,8.15,0,0,0,,0,0,0,TRUE,0,0,0,Saturday
2024-01-06 01:00:00,12.2,64.6,13.6,62,7.27,0,0,0,,0,0,0,TRUE,0,0,0,Saturday
2024-01-06 02:00:00,14.3,70.5,15.4,74.6,9.79,0,0,0,,0,0,0,TRUE,0,0,0,Saturday
2024-01-06 03:00:00,16.4,67.7,17.1,64.4,9.38,0,0,0,,0,0,0,TRUE,0,0,0,Saturday
2024-01-06 04:00:00,13,71,14.1,67.8,8.22,0,0,35.5,,0,35.5,0.035,TRUE,2.755484338,0,0,Saturday
2024-01-06 05:00:00,11.8,66.5,13.1,73.3,8.36,0,0,51.2,,0,51.2,0.051,TRUE,0,0,0,Saturday
2024-01-06 06:00:00,14.3,70,15.4,75.2,9.91,0,0,36.5,,0,36.5,0.036,TRUE,0,27.7864577,0,Saturday
2024-01-06 07:00:00,13.9,71.5,15.2,76.9,9.99,0,0,57.3,,0,57.3,0.057,TRUE,0,2.389041142,0,Saturday
2024-01-06 08:00:00,9.5,72,10.3,69.7,6.7,0,0,50.6,,0,50.6,0.051,TRUE,0,2.644827909,0,Saturday
2024-01-06 09:00:00,16.9,65,18.1,71.5,11.03,0,0,38.4,,0,38.4,0.038,TRUE,2.040115505,0,0,Saturday
2024-01-06 10:00:00,14.1,69.7,14.9,68.3,8.72,0,0,21.8,,0,21.8,0.022,TRUE,2.527744074,12.7084141,0,Saturday
2024-01-06 11:00:00,13.4,65.3,14.7,70.6,8.91,0,0,0,,0,0,0,TRUE,0,0,0,Saturday
2024-01-06 12:00:00,14,64.1,14.8,60.7,7.7,0,0,0,,0,0,0,TRUE,0,0,1340.565834,Saturday
2024-01-06 13:00:00,13.6,62.7,14.1,70.6,8.58,0,0,0,,0,0,0,TRUE,0,7.501237498,1047.416046,Saturday
2024-01-06 14:00:00,11.5,59.9,12.6,57.6,6.36,0,0,0,,0,0,0,TRUE,2.575349028,40.98353075,1352.691465,Saturday
2024-01-06 15:00:00,13.9,66.2,15.3,73.1,9.53,0,0,0,,0,0,0,TRUE,0,19.32678204,1181.481088,Saturday
2024-01-06 16:00:00,15.4,67.3,15.9,72.7,9.85,0,0,0,,0,0,0,TRUE,2.401512419,4.111163038,0,Saturday
2024-01-06 17:00:00,15.6,67.7,16.6,71.2,10.08,0,0,0,,0,0,0,TRUE,0.667550452,31.5549794,0,Saturday
2024-01-06 18:00:00,14.6,63.7,15.7,70.1,9.37,0,0,40.5,,0,304.4,0.304,TRUE,0,31.36999571,0,Saturday
2024-01-06 19:00:00,12.1,65.2,13.3,63.6,7.32,0,0,36.3,,0,308.5,0.309,TRUE,0,10.6588864,0,Saturday
2024-01-06 20:00:00,13.2,66.3,13.8,69.5,8.29,0,0,48.7,,0,330.5,0.33,TRUE,1.927964223,8.096616109,0,Saturday
2024-01-06 21:00:00,15,66.8,15.5,63.7,8.42,0,0,22.4,,0,305.7,0.306,TRUE,1.009033525,23.71086362,1145.949681,Saturday
2024-01-06 22:00:00,15.5,71.9,16.7,78.8,11.21,0,0,35.9,,0,334.2,0.334,TRUE,0,0,1445.113502,Saturday
2024-01-06 23:00:00,13.8,72.3,14.6,77.3,9.63,0,0,0,,0,153.1,0.153,TRUE,0,0,1130.45259,Saturday
2024-01-07 00:00:00,15.9,72,17,75.3,10.92,0,0,36.2,,0,36.2,0.036,TRUE,0,0,0,Sunday
2024-01-07 01:00:00,16.4,61.4,17.6,59.3,8.91,0,0,0,,0,0,0,TRUE,1.117330839,0,0,Sunday
2024-01-07 02:00:00,15.5,63.6,17,70.9,10.23,0,0,0,,0,0,0,TRUE,1.226206498,0,0,Sunday
2024-01-07 03:00:00,14.9,70.7,16,67.7,9.24,0,0,0,,0,0,0,TRUE,0.528309454,0,0,Sunday
2024-01-07 04:00:00,14.5,67.5,15.4,74.8,9.83,0,0,31.1,,0,31.1,0.031,TRUE,0,0,0,Sunday
2024-01-07 05:00:00,13.1,66,14.1,73.6,8.92,0,0,54.1,,0,54.1,0.054,TRUE,1.624684557,0,0,Sunday
2024-01-07 06:00:00,12.1,64.2,13.6,62.6,7.35,0,0,59.2,,0,59.2,0.059,TRUE,0.750672564,31.72462833,0,Sunday
2024-01-07 07:00:00,11.6,69.1,12.7,74.1,8.26,0,0,35.2,,0,35.2,0.035,TRUE,0,4.642270943,0,Sunday
2024-01-07 08:00:00,13.9,66.5,14.8,62.6,7.94,0,0,38.3,,0,38.3,0.038,TRUE,0,5.539788188,0,Sunday
2024-01-07 09:00:00,14.3,72,14.8,77,9.78,0,0,47.3,,0,47.3,0.047,TRUE,1.016108894,16.7825977,0,Sunday
2024-01-07 10:00:00,14.6,70.8,15.4,66.9,8.81,0,0,26.8,,0,26.8,0.027,TRUE,0,0,0,Sunday
2024-01-07 11:00:00,13.3,69.9,14.1,76.7,9.27,0,0,0,,0,0,0,TRUE,1.963076914,12.83871499,0,Sunday
2024-01-07 12:00:00,10.2,69.7,10.7,76.4,7.49,0,0,29.2,,0,29.2,0.029,TRUE,0,16.87145258,1338.45055,Sunday
2024-01-07 13:00:00,13.3,75.8,14.5,82.9,10.32,0,0,0,,0,0,0,TRUE,0,23.75571918,1469.262642,Sunday
2024-01-07 14:00:00,15.6,69.5,17,65.6,9.5,0,0,0,,0,0,0,TRUE,0,0,1457.133406,Sunday
2024-01-07 15:00:00,14.4,67.4,15.7,74.9,9.99,0,0,0,,0,0,0,TRUE,0,35.33094996,1219.118894,Sunday
2024-01-07 16:00:00,13.2,69.6,14.7,72.7,9.13,0,0,0,,0,0,0,TRUE,0,21.14498634,0,Sunday
2024-01-07 17:00:00,13.3,67.3,14.1,66.3,8.02,0,0,26.9,,0,26.9,0.027,TRUE,0,34.47320832,0,Sunday
2024-01-07 18:00:00,14,67,15.1,72.7,9.41,0,0,48.5,,0,319.8,0.32,TRUE,0,0,0,Sunday
2024-01-07 19:00:00,14,66.2,15.2,72.6,9.41,0,0,26.7,,0,180,0.18,TRUE,1.281705027,14.82873377,0,Sunday
2024-01-07 20:00:00,12.1,60,13,64.4,7.32,0,0,23.5,,0,265.8,0.266,TRUE,2.492450089,12.85203103,0,Sunday
2024-01-07 21:00:00,12.7,65.1,14.1,71.8,8.71,0,0,37,,0,269.9,0.27,TRUE,0,3.90338846,1417.706366,Sunday
2024-01-07 22:00:00,13.9,63.6,15,69.8,8.97,0,0,31.1,,0,285.4,0.285,TRUE,1.486086404,0,1470.752205,Sunday
2024-01-07 23:00:00,13.1,60.9,14.1,64.3,7.8,0,0,0,,0,209,0.209,TRUE,0,0,1117.736862,Sunday
2024-01-08 00:00:00,13.3,67.1,14.2,71.1,8.68,0,0,0,,0,0,0,TRUE,0,0,0,Monday
2024-01-08 01:00:00,16.3,69.5,16.9,73.5,10.59,0,0,0,,0,0,0,TRUE,0,0,0,Monday
2024-01-08 02:00:00,14.9,65.5,16.3,68.6,9.54,0,0,38.9,,0,38.9,0.039,TRUE,0,0,0,Monday
2024-01-08 03:00:00,15.5,69.7,16.9,73,10.53,0,0,0,,0,0,0,TRUE,0,0,0,Monday
2024-01-08 04:00:00,13.5,65.3,14.6,63.4,7.91,0,0,47.9,,0,47.9,0.048,TRUE,2.855351363,0,0,Monday
2024-01-08 05:00:00,15.8,68.1,16.8,64.4,9.22,0,0,55.3,,0,55.3,0.055,TRUE,1.975926819,0,0,Monday
2024-01-08 06:00:00,11.9,68.5,12.4,64.5,7.04,0,0,58.6,,0,58.6,0.059,TRUE,0.707740469,20.77309084,0,Monday
2024-01-08 07:00:00,14.9,62.7,15.6,68.9,9.19,0,0,55.3,,0,55.3,0.055,TRUE,0,5.596123721,0,Monday
2024-01-08 08:00:00,14.7,74.1,16.1,73.1,10.03,0,0,56,,0,56,0.056,TRUE,0,5.950837237,0,Monday
2024-01-08 09:00:00,11.3,74.6,11.8,71.5,7.53,0,0,40.9,,0,40.9,0.041,TRUE,0,5.243868134,0,Monday
2024-01-08 10:00:00,14.9,71.9,15.6,75.6,10.02,0,0,0,,0,0,0,FALSE,0,8.249272551,0,Monday
2024-01-08 11:00:00,14.7,70.5,16.1,67.9,9.28,0,0,0,,0,0,0,FALSE,0,0,0,Monday
2024-01-08 12:00:00,12.9,74.3,13.8,77.7,9.27,0,0,0,,0,0,0,FALSE,1.489892504,5.916927613,1181.532375,Monday
2024-01-08 13:00:00,14.8,67.1,15.5,74.5,9.81,0,0,0,,0,0,0,FALSE,2.548010393,41.66034871,1468.307979,Monday
2024-01-08 14:00:00,14.1,65.7,15,70,8.98,0,0,0,,0,0,0,FALSE,0,0,1382.916217,Monday
2024-01-08 15:00:00,14.4,67.4,15.6,72,9.57,0,0,0,,0,0,0,FALSE,0,2.498912164,1482.590791,Monday
2024-01-08 16:00:00,13.7,72,14.6,76.4,9.55,0,0,0,,0,0,0,FALSE,0,0,0,Monday
2024-01-08 17:00:00,11.6,68.7,12.4,74.3,8.11,0,0,0,,0,0,0,FALSE,0,5.002814954,0,Monday
2024-01-08 18:00:00,12.7,64.4,14.2,68.1,8.29,0,0,0,,0,0,0,FALSE,0,6.705578759,0,Monday
2024-01-08 19:00:00,13.1,65.3,13.6,64.1,7.56,0,0,30,,0,308.6,0.309,TRUE,0,34.58837077,0,Monday
2024-01-08 20:00:00,12.9,71,14.2,75.3,9.21,0,0,46,,0,251.5,0.252,TRUE,0,16.09236988,0,Monday
2024-01-08 21:00:00,14.7,69.2,16,76.8,10.44,0,0,28.8,,0,321.2,0.321,TRUE,0,0,1132.62073,Monday
2024-01-08 22:00:00,11.3,68.9,12.5,76.4,8.39,0,0,34.3,,0,221.7,0.222,TRUE,0,0,1447.599075,Monday
2024-01-08 23:00:00,13.1,63.6,14.1,70.9,8.6,0,0,0,,0,297.1,0.297,TRUE,0.561394046,0,1246.213654,Monday
2024-01-09 00:00:00,13.1,74.8,14.3,70.9,8.7,0,0,0,,0,0,0,TRUE,0,0,0,Tuesday
2024-01-09 01:00:00,17.4,69.3,18.7,72.9,11.64,0,0,0,,0,0,0,TRUE,0,0,0,Tuesday
2024-01-09 02:00:00,12.8,70.5,14.1,69.4,8.4,0,0,0,,0,0,0,TRUE,0,0,0,Tuesday
2024-01-09 03:00:00,12.4,72.3,13.6,75.7,8.89,0,0,29.2,,0,29.2,0.029,TRUE,0,0,0,Tuesday
2024-01-09 04:00:00,14.3,65.6,14.8,62.6,7.92,0,0,30.3,,0,30.3,0.03,TRUE,0,0,0,Tuesday
2024-01-09 05:00:00,15.3,71.4,15.9,70.2,9.49,0,0,38.8,,0,38.8,0.039,TRUE,0,0,0,Tuesday
