Timestamp,Outdoor Temperature (°C),Rainfall (mm),Outdoor AQI,Indoor AQI,Motion Detected,Sound Detected,Lighting Intensity (lux),Smart TV On,Fan (kWh),AC (kWh),Lights (kWh),TV (kWh),Ports (kWh),Energy Consumption (kWh),Energy Cost (?),Room,Hour,Month,Heater (kWh),Indoor Temperature (°C),Is Weekend,Window Open,Outdoor Humidity (%),Indoor Humidity (%),Weather Tag,Occupancy Level,Airflow Index,Occupied,AC (W),Heater (W),Fan (W),Lights (W),TV (W),Ports (W),Total Power (W)
2024-01-01 10:00:00,17.5,0,271,75.3,0,0,393.3,0,0,0,0,0,0,0,0,Living Room,10,1,0,16.6,0,0,70.4,69.5,,Low,0.09,0,0,0,0,0,0,0,0
2024-01-01 11:00:00,13.4,0,272.7,86.6,0,0,767.8,0,0,0,0,0,0,0,0,Living Room,11,1,0,12.6,0,0,65.3,67.4,,Low,2.2,0,0,0,0,0,0,0,0
2024-01-01 12:00:00,12.8,0,278.5,63.9,0,0,221.6,0,0,0,0,0,0,0,0,Living Room,12,1,0,13.2,0,0,68.3,68.6,,Low,2.43,0,0,0,0,0,0,0,0
2024-01-01 13:00:00,15.7,0,261.2,80.5,0,0,186.9,0,0,0,0,0,0,0,0,Living Room,13,1,0,15.2,0,0,69,73,,Low,1.87,0,0,0,0,0,0,0,0
2024-01-01 14:00:00,13.3,0,289.7,81.6,0,0,530.4,0,0,0,0,0,0,0,0,Living Room,14,1,0,13.1,0,1,76.8,77.1,,Low,0.84,0,0,0,0,0,0,0,0
2024-01-01 15:00:00,10.1,0,268,75.2,0,0,529,0,0,0,0,0,0,0,0,Living Room,15,1,0,10.9,0,1,65.2,66.9,,Low,0.57,0,0,0,0,0,0,0,0
2024-01-01 16:00:00,14.4,0,247,98.3,0,0,560.3,0,0,0,0,0,0,0,0,Living Room,16,1,0,13.7,0,1,67.3,69.2,,Low,2.69,0,0,0,0,0,0,0,0
2024-01-01 17:00:00,10.8,0,276.4,72.1,0,0,647.7,0,0,0,0,0,0,0,0,Living Room,17,1,0,11.4,0,0,68,72.6,,Low,0.31,0,0,0,0,0,0,0,0
2024-01-01 18:00:00,14.2,0,291.3,92.2,1,1,957.2,1,0,0,0,0.196,0.009,1.354,10.15,Living Room,18,1,1.148,18,0,0,69.7,70.2,,High,8.49,1,0,1147.8,0,0,196.3,9.5,1353.6
2024-01-01 19:00:00,11.7,0,280.7,92.3,0,1,16,1,0,0,0.051,0.199,0.009,1.543,11.57,Living Room,19,1,1.285,14.3,0,0,72.7,75.3,,High,9.22,1,0,1284.7,0,50.5,198.7,8.8,1542.7
2024-01-01 20:00:00,12.7,0,286.6,91.2,0,1,9.1,1,0,0,0.053,0.124,0.001,1.334,10,Living Room,20,1,1.156,16.9,0,0,72.9,75.9,,High,9.1,1,0,1156,0,52.9,123.6,1.4,1333.8
2024-01-01 21:00:00,11.7,0,288.3,92.2,0,1,33.7,1,0,0,0.061,0.118,0.01,1.538,11.53,Living Room,21,1,1.35,14.7,0,1,66.6,67.4,,High,5.3,1,0,1349.6,0,60.8,117.9,9.6,1538
2024-01-01 22:00:00,13.6,0,265.2,90.8,0,0,18.3,1,0,0,0.052,0.056,0.01,1.197,8.98,Living Room,22,1,1.08,16.1,0,0,64.2,65.4,,High,7.17,1,0,1080.2,0,51.6,55.9,9.6,1197.4
2024-01-01 23:00:00,15.1,0,270.5,86.6,0,0,49.3,0,0,0,0,0,0,0,0,Living Room,23,1,0,17.8,0,1,68.9,71.9,,Low,2.03,0,0,0,0,0,0,0,0
2024-01-02 00:00:00,13,0,282.5,86.1,0,0,44.8,0,0,0,0,0,0,0,0,Living Room,0,1,0,12.8,0,1,69,67.3,,Low,0.87,0,0,0,0,0,0,0,0
2024-01-02 01:00:00,14.6,0,301.9,74.3,0,0,24.3,0,0,0,0,0,0,0,0,Living Room,1,1,0,15,0,0,66.6,63.8,,Low,1.61,0,0,0,0,0,0,0,0
2024-01-02 02:00:00,14.5,0,288.7,85,0,0,48.6,0,0,0,0,0,0,0,0,Living Room,2,1,0,13.6,0,0,73,78,,Low,2.09,0,0,0,0,0,0,0,0
2024-01-02 03:00:00,14.2,0,282.8,74.6,0,0,17.9,0,0,0,0,0,0,0,0,Living Room,3,1,0,14.3,0,0,65.1,69.5,,Low,2.63,0,0,0,0,0,0,0,0
2024-01-02 04:00:00,13.5,0,271.5,110.7,0,0,40.2,0,0,0,0,0,0,0,0,Living Room,4,1,0,13.4,0,1,63.2,63.9,,Low,0.1,0,0,0,0,0,0,0,0
2024-01-02 05:00:00,14.2,0,272.7,97.7,0,0,27.4,0,0,0,0,0,0,0,0,Living Room,5,1,0,15.1,0,0,68.3,69.8,,Low,2.1,0,0,0,0,0,0,0,0
2024-01-02 06:00:00,12.9,0,246.1,83.3,0,1,824.5,0,0,0,0,0,0.003,1.133,8.5,Living Room,6,1,1.13,16.6,0,0,71.5,73.4,,High,8.35,1,0,1130.3,0,0,0,2.5,1132.8
2024-01-02 07:00:00,13.7,0,279.2,96.4,1,0,459.2,0,0,0,0,0,0,1.008,7.56,Living Room,7,1,1.007,18.1,0,0,61.5,64.3,,High,7.77,1,0,1007.4,0,0,0,0.1,1007.6
2024-01-02 08:00:00,14.7,0,291.6,79.5,1,0,598.3,0,0,0,0,0,0.007,1.054,7.91,Living Room,8,1,1.047,18.4,0,0,70.3,73.6,,High,9.53,1,0,1047,0,0,0,7.4,1054.4
2024-01-02 09:00:00,15.5,0,282.7,97,0,1,703.1,0,0,0,0,0,0.008,1.375,10.31,Living Room,9,1,1.367,20,0,0,71.8,75.3,,High,9.27,1,0,1366.9,0,0,0,8.1,1375
2024-01-02 10:00:00,14.4,0,286.9,94.5,0,0,570.7,0,0,0,0,0,0,0,0,Living Room,10,1,0,14.6,0,0,69.2,68.6,,Low,0.88,0,0,0,0,0,0,0,0
2024-01-02 11:00:00,9.5,0,277.6,84.4,0,0,716.4,0,0,0,0,0,0,0,0,Living Room,11,1,0,9,0,1,68.7,72.3,,Low,2.72,0,0,0,0,0,0,0,0
2024-01-02 12:00:00,13.6,0,284.7,99.9,0,0,240.6,0,0,0,0,0,0,0,0,Living Room,12,1,0,14,0,0,65.5,68.7,,Low,1.02,0,0,0,0,0,0,0,0
2024-01-02 13:00:00,12.5,0,276.6,82.5,0,0,869,0,0,0,0,0,0,0,0,Living Room,13,1,0,13.4,0,0,67.5,65.8,,Low,2.75,0,0,0,0,0,0,0,0
2024-01-02 14:00:00,15.6,0,276.1,88.5,0,0,816.6,0,0,0,0,0,0,0,0,Living Room,14,1,0,16.5,0,1,67.5,70.1,,Low,0.81,0,0,0,0,0,0,0,0
2024-01-02 15:00:00,16.6,0,311.1,83.1,0,0,825.9,0,0,0,0,0,0,0,0,Living Room,15,1,0,15.7,0,1,69.2,73.4,,Low,0.74,0,0,0,0,0,0,0,0
2024-01-02 16:00:00,14.7,0,279.8,87.9,0,0,329,0,0,0,0,0,0,0,0,Living Room,16,1,0,13.9,0,0,68.1,70.9,,Low,1.95,0,0,0,0,0,0,0,0
2024-01-02 17:00:00,14.8,0,285.8,86.8,0,0,222.3,0,0,0,0,0,0,0,0,Living Room,17,1,0,14.7,0,0,69.3,67.2,,Low,1.54,0,0,0,0,0,0,0,0
2024-01-02 18:00:00,13.9,0,254,72.5,1,1,995.7,1,0,0,0,0.137,0.004,1.421,10.66,Living Room,18,1,1.28,16,0,0,68.8,70.8,,High,5.62,1,0,1279.7,0,0,137.4,3.9,1421.1
2024-01-02 19:00:00,11.7,0,236.7,84.8,0,0,10.1,1,0,0,0.027,0.11,0.007,1.231,9.23,Living Room,19,1,1.087,14.4,0,0,66.7,66.1,,High,6.85,1,0,1086.6,0,27.2,110.3,6.6,1230.8
2024-01-02 20:00:00,13.9,0,270.8,88.3,0,1,39.1,1,0,0,0.076,0.162,0.008,1.383,10.37,Living Room,20,1,1.136,16.2,0,1,67.9,72.4,,High,5.37,1,0,1136.2,0,75.7,162.4,8.3,1382.6
2024-01-02 21:00:00,13.4,0,298,63.7,0,0,23.9,1,0,0,0.053,0.136,0.001,1.561,11.71,Living Room,21,1,1.371,15.5,0,0,73.2,75.7,,High,5.97,1,0,1370.9,0,53,136.4,0.5,1560.9
2024-01-02 22:00:00,14.2,0,264.4,92.2,0,1,33,1,0,0,0.022,0.098,0.006,1.379,10.34,Living Room,22,1,1.252,17.3,0,0,68.2,67.6,,High,5.06,1,0,1252.4,0,22.2,98.4,6.4,1379.3
2024-01-02 23:00:00,12.8,0,290.6,88.2,0,0,26.5,0,0,0,0,0,0,0,0,Living Room,23,1,0,16.1,0,0,60.6,62.5,,Low,1.82,0,0,0,0,0,0,0,0
2024-01-03 00:00:00,11,0,264.5,87.9,0,0,8,0,0,0,0,0,0,0,0,Living Room,0,1,0,11.9,0,0,66.4,65.7,,Low,2.84,0,0,0,0,0,0,0,0
2024-01-03 01:00:00,12.2,0,305.6,92.9,0,0,21.5,0,0,0,0,0,0,0,0,Living Room,1,1,0,13,0,0,63,64.9,,Low,2.9,0,0,0,0,0,0,0,0
2024-01-03 02:00:00,14.2,0,279.3,86.3,0,0,6.3,0,0,0,0,0,0,0,0,Living Room,2,1,0,13.6,0,0,63.9,68.7,,Low,1.72,0,0,0,0,0,0,0,0
2024-01-03 03:00:00,16,0,299.8,64.5,0,0,42.9,0,0,0,0,0,0,0,0,Living Room,3,1,0,16.7,0,0,67.5,71.1,,Low,2.51,0,0,0,0,0,0,0,0
2024-01-03 04:00:00,15.2,0,322.4,91.7,0,0,35.7,0,0,0,0,0,0,0,0,Living Room,4,1,0,14.7,0,0,71.2,75.2,,Low,0.85,0,0,0,0,0,0,0,0
2024-01-03 05:00:00,13.2,0,277.2,70.3,0,0,27.4,0,0,0,0,0,0,0,0,Living Room,5,1,0,12.3,0,0,64.8,69.6,,Low,1.12,0,0,0,0,0,0,0,0
2024-01-03 06:00:00,15.3,0,285.9,66.1,0,0,570.7,0,0,0,0,0,0.006,1.38,10.35,Living Room,6,1,1.374,18.2,0,0,66.2,66,,High,6.39,1,0,1374.4,0,0,0,5.6,1380
2024-01-03 07:00:00,14.4,0,289.6,73.9,0,1,950.5,0,0,0,0,0,0.009,1.434,10.76,Living Room,7,1,1.426,19.3,0,0,68.2,68.4,,High,6.12,1,0,1425.7,0,0,0,8.7,1434.5
2024-01-03 08:00:00,14.9,0,258.3,80.6,0,1,679,0,0,0,0,0,0.004,1.432,10.74,Living Room,8,1,1.429,19.3,0,0,69.7,70.8,,High,9.33,1,0,1428.9,0,0,0,3.5,1432.4
2024-01-03 09:00:00,13.7,0,272.3,64.2,0,0,660.4,0,0,0,0,0,0.009,1.101,8.26,Living Room,9,1,1.092,16.1,0,0,72.5,75.7,,High,8.03,1,0,1092.1,0,0,0,8.7,1100.8
2024-01-03 10:00:00,15,0,279.5,76.7,0,0,364.9,0,0,0,0,0,0,0,0,Living Room,10,1,0,14.7,0,0,67.7,68.9,,Low,1.66,0,0,0,0,0,0,0,0
2024-01-03 11:00:00,14.4,0,306.7,74.5,0,0,782.8,0,0,0,0,0,0,0,0,Living Room,11,1,0,14.4,0,0,74.1,73.5,,Low,2.55,0,0,0,0,0,0,0,0
2024-01-03 12:00:00,13.9,0,286.8,95.1,0,0,410.9,0,0,0,0,0,0,0,0,Living Room,12,1,0,14.6,0,1,72.5,75.1,,Low,0.4,0,0,0,0,0,0,0,0
2024-01-03 13:00:00,13.1,0,255.7,72.9,0,0,724.2,0,0,0,0,0,0,0,0,Living Room,13,1,0,13.3,0,1,66.4,69.7,,Low,0.37,0,0,0,0,0,0,0,0
2024-01-03 14:00:00,11.7,0,317.4,95.1,0,0,824.1,0,0,0,0,0,0,0,0,Living Room,14,1,0,10.8,0,0,69.3,66.5,,Low,2.76,0,0,0,0,0,0,0,0
2024-01-03 15:00:00,12.8,0,268.6,90.6,0,0,650.8,0,0,0,0,0,0,0,0,Living Room,15,1,0,12.8,0,0,62.9,65.6,,Low,0.26,0,0,0,0,0,0,0,0
2024-01-03 16:00:00,14.5,0,304.4,92.6,0,0,205.3,0,0,0,0,0,0,0,0,Living Room,16,1,0,15.3,0,0,67,65.3,,Low,2.49,0,0,0,0,0,0,0,0
2024-01-03 17:00:00,12.6,0,259,74.7,0,0,530.9,0,0,0,0,0,0,0,0,Living Room,17,1,0,12.4,0,0,72.3,76.1,,Low,0.07,0,0,0,0,0,0,0,0
2024-01-03 18:00:00,15.3,0,270,83.8,0,1,348.8,1,0,0,0,0.156,0.01,1.458,10.93,Living Room,18,1,1.292,18.5,0,0,68.9,70.1,,High,5.05,1,0,1291.7,0,0,156.5,9.8,1457.9
2024-01-03 19:00:00,13.2,0,283.4,75.9,0,1,49.4,1,0,0,0.052,0.194,0.003,1.522,11.41,Living Room,19,1,1.273,17.2,0,0,70.1,70.2,,High,8.01,1,0,1272.9,0,51.8,193.7,3.2,1521.7
2024-01-03 20:00:00,14,0,276.2,114.4,1,1,42,1,0,0,0.025,0.134,0.01,1.469,11.02,Living Room,20,1,1.3,18.6,0,0,74.3,75.1,,High,8.97,1,0,1300.4,0,24.9,134.1,9.5,1468.8
2024-01-03 21:00:00,10.4,0,263.2,82.7,0,1,28.3,1,0,0,0.049,0.12,0,1.536,11.52,Living Room,21,1,1.367,12.4,0,0,68.4,70.9,,High,6.24,1,0,1366.8,0,49.2,119.5,0,1535.6
2024-01-03 22:00:00,11.1,0,257.3,106.8,0,1,21.2,1,0,0,0.07,0.184,0.006,1.297,9.73,Living Room,22,1,1.037,15.3,0,0,72.7,75,,High,5.56,1,0,1037,0,69.9,184.4,5.6,1296.8
2024-01-03 23:00:00,14.1,0,235.3,73.8,0,0,8.9,0,0,0,0,0,0,0,0,Living Room,23,1,0,18.6,0,0,69.9,73.9,,Low,0.87,0,0,0,0,0,0,0,0
2024-01-04 00:00:00,17,0,304.4,108,0,0,29.3,0,0,0,0,0,0,0,0,Living Room,0,1,0,17.4,0,0,68.2,68.7,,Low,2.87,0,0,0,0,0,0,0,0
2024-01-04 01:00:00,13.2,0,272.6,99.9,0,0,42.5,0,0,0,0,0,0,0,0,Living Room,1,1,0,12.5,0,0,66.3,65.9,,Low,2.56,0,0,0,0,0,0,0,0
2024-01-04 02:00:00,14.6,0,259.1,87.4,0,0,29,0,0,0,0,0,0,0,0,Living Room,2,1,0,14.8,0,0,68.2,68.7,,Low,0.72,0,0,0,0,0,0,0,0
2024-01-04 03:00:00,15.7,0,241.7,88.1,0,0,7.4,0,0,0,0,0,0,0,0,Living Room,3,1,0,15.8,0,1,75.1,75.5,,Low,0.09,0,0,0,0,0,0,0,0
2024-01-04 04:00:00,15.6,0,328.7,73.9,0,0,35.7,0,0,0,0,0,0,0,0,Living Room,4,1,0,15.6,0,0,73.9,77.9,,Low,1.09,0,0,0,0,0,0,0,0
2024-01-04 05:00:00,14.5,0,286.6,84,0,0,8.7,0,0,0,0,0,0,0,0,Living Room,5,1,0,13.5,0,0,65.2,64.3,,Low,2.61,0,0,0,0,0,0,0,0
2024-01-04 06:00:00,13.5,0,269.2,88,0,0,101.2,0,0,0,0,0,0.01,1.361,10.21,Living Room,6,1,1.352,16.1,0,0,66.2,70.1,,High,8.42,1,0,1351.7,0,0,0,9.6,1361.3
2024-01-04 07:00:00,14.2,0,256,89.8,0,1,750.4,0,0,0,0,0,0.006,1.288,9.66,Living Room,7,1,1.282,17.1,0,1,69,73.2,,High,7.51,1,0,1282,0,0,0,6.3,1288.3
2024-01-04 08:00:00,11.6,0,277.1,80.7,0,0,638.6,0,0,0,0,0,0.008,1.46,10.95,Living Room,8,1,1.453,15.6,0,0,67.4,71.1,,High,5.34,1,0,1452.6,0,0,0,7.6,1460.1
2024-01-04 09:00:00,13.3,0,286.3,75.6,0,0,538.5,0,0,0,0,0,0.01,1.286,9.65,Living Room,9,1,1.276,17.8,0,0,67.7,66.8,,High,8.8,1,0,1276.2,0,0,0,9.9,1286.1
2024-01-04 10:00:00,10.4,0,273,80.9,0,0,642,0,0,0,0,0,0,0,0,Living Room,10,1,0,9.5,0,0,69.6,70.4,,Low,2.26,0,0,0,0,0,0,0,0
2024-01-04 11:00:00,11.7,0,270.3,81.2,0,0,496.5,0,0,0,0,0,0,0,0,Living Room,11,1,0,12.3,0,0,69.2,70.3,,Low,1.32,0,0,0,0,0,0,0,0
2024-01-04 12:00:00,14.7,0,262.5,84.7,0,0,837.6,0,0,0,0,0,0,0,0,Living Room,12,1,0,14.8,0,1,74.2,72.5,,Low,1.47,0,0,0,0,0,0,0,0
2024-01-04 13:00:00,12.5,0,298.7,79.4,0,0,154.6,0,0,0,0,0,0,0,0,Living Room,13,1,0,13.3,0,0,56.8,58.1,,Low,2.88,0,0,0,0,0,0,0,0
2024-01-04 14:00:00,11.8,0,281.5,80.6,0,0,872,0,0,0,0,0,0,0,0,Living Room,14,1,0,11.1,0,1,68.4,70.2,,Low,1.53,0,0,0,0,0,0,0,0
2024-01-04 15:00:00,13.6,0,279.1,65.6,0,0,695.7,0,0,0,0,0,0,0,0,Living Room,15,1,0,13.6,0,0,65.2,62.5,,Low,1.8,0,0,0,0,0,0,0,0
2024-01-04 16:00:00,15.6,0,265,74.7,0,0,945.6,0,0,0,0,0,0,0,0,Living Room,16,1,0,15.5,0,0,65.3,68.2,,Low,0.24,0,0,0,0,0,0,0,0
2024-01-04 17:00:00,11.7,0,295.9,80.4,0,0,471.2,0,0,0,0,0,0,0,0,Living Room,17,1,0,12.5,0,1,77.3,79.1,,Low,2.45,0,0,0,0,0,0,0,0
2024-01-04 18:00:00,14.4,0,303.8,88.6,0,0,539.2,1,0,0,0,0.101,0,1.536,11.52,Living Room,18,1,1.435,16.9,0,0,67.9,67.9,,High,5.58,1,0,1435.3,0,0,100.8,0.4,1536.5
2024-01-04 19:00:00,14.6,0,259.7,106.5,0,1,36.9,1,0,0,0.026,0.18,0.006,1.429,10.72,Living Room,19,1,1.217,19.4,0,0,66.9,66.9,,High,6.21,1,0,1216.6,0,25.7,180.3,6.2,1428.9
2024-01-04 20:00:00,15.2,0,304.8,84.5,0,0,26.5,1,0,0,0.044,0.143,0.001,1.616,12.12,Living Room,20,1,1.429,18.6,0,0,69.8,72.6,,High,5.7,1,0,1428.6,0,43.8,142.6,1.2,1616.3
2024-01-04 21:00:00,14,0,291,82.7,0,1,30.9,1,0,0,0.052,0.159,0.003,1.216,9.12,Living Room,21,1,1.002,18.1,0,0,68,67.5,,High,6.48,1,0,1002.2,0,52,158.8,3.4,1216.3
2024-01-04 22:00:00,14.4,0,232.4,74.7,0,1,5.9,1,0,0,0.047,0.092,0.001,1.23,9.22,Living Room,22,1,1.09,18.1,0,0,64.3,64.4,,High,7.81,1,0,1089.7,0,46.7,92.4,0.8,1229.7
2024-01-04 23:00:00,14,0,303.3,63.8,0,0,1.2,0,0,0,0,0,0,0,0,Living Room,23,1,0,17.9,0,0,64.1,63.4,,Low,1.18,0,0,0,0,0,0,0,0
2024-01-05 00:00:00,13.9,0,303.5,98.2,0,0,26.9,0,0,0,0,0,0,0,0,Living Room,0,1,0,13.5,0,0,66.2,63.4,,Low,0.49,0,0,0,0,0,0,0,0
2024-01-05 01:00:00,13.4,0,259.9,79.9,0,0,17.3,0,0,0,0,0,0,0,0,Living Room,1,1,0,12.6,0,0,66.4,67.7,,Low,2.08,0,0,0,0,0,0,0,0
2024-01-05 02:00:00,15.5,0,274.8,83.9,0,0,29.6,0,0,0,0,0,0,0,0,Living Room,2,1,0,15,0,1,69.7,71.8,,Low,1.66,0,0,0,0,0,0,0,0
2024-01-05 03:00:00,15.4,0,285.4,100.5,0,0,36.8,0,0,0,0,0,0,0,0,Living Room,3,1,0,15.6,0,0,66.6,69.4,,Low,1.04,0,0,0,0,0,0,0,0
2024-01-05 04:00:00,12.1,0,264.1,95.8,0,0,38,0,0,0,0,0,0,0,0,Living Room,4,1,0,13.1,0,0,63,66.1,,Low,1.43,0,0,0,0,0,0,0,0
2024-01-05 05:00:00,14.6,0,285.9,96.4,0,0,26,0,0,0,0,0,0,0,0,Living Room,5,1,0,13.6,0,0,73.9,77.6,,Low,1.01,0,0,0,0,0,0,0,0
2024-01-05 06:00:00,11.5,0,285.4,85.4,0,0,635.5,0,0,0,0,0,0.004,1.183,8.87,Living Room,6,1,1.18,15.8,0,1,61,63,,High,5.23,1,0,1179.6,0,0,0,3.6,1183.2
2024-01-05 07:00:00,15.1,0,276.3,95.3,0,1,275,0,0,0,0,0,0.008,1.259,9.44,Living Room,7,1,1.251,19.4,0,0,77.1,81.6,,High,9.94,1,0,1251.1,0,0,0,7.8,1258.9
2024-01-05 08:00:00,11.7,0,247.6,71,0,0,288.4,0,0,0,0,0,0.01,1.494,11.2,Living Room,8,1,1.484,14.5,0,0,67.1,70.5,,High,6.64,1,0,1483.8,0,0,0,9.8,1493.6
2024-01-05 09:00:00,13.3,0,275.7,77.1,1,1,126,0,0,0,0,0,0.001,1.265,9.49,Living Room,9,1,1.264,17.4,0,0,68.8,66.7,,High,7.49,1,0,1264.3,0,0,0,0.6,1264.9
2024-01-05 10:00:00,13.4,0,262,98.3,0,0,657.3,0,0,0,0,0,0,0,0,Living Room,10,1,0,12.7,0,1,64.7,69.3,,Low,0.19,0,0,0,0,0,0,0,0
2024-01-05 11:00:00,14.1,0,314.1,87.8,0,0,958.3,0,0,0,0,0,0,0,0,Living Room,11,1,0,14.3,0,1,67.4,66.2,,Low,1,0,0,0,0,0,0,0,0
2024-01-05 12:00:00,14.9,0,260.2,83,0,0,572.6,0,0,0,0,0,0,0,0,Living Room,12,1,0,14.4,0,0,69.4,68.6,,Low,1.75,0,0,0,0,0,0,0,0
2024-01-05 13:00:00,13.6,0,264.4,89.8,0,0,993.6,0,0,0,0,0,0,0,0,Living Room,13,1,0,14.5,0,1,66.2,66.9,,Low,1.39,0,0,0,0,0,0,0,0
2024-01-05 14:00:00,15,0,300.1,82.7,0,0,956.3,0,0,0,0,0,0,0,0,Living Room,14,1,0,14.4,0,0,64.4,63,,Low,2.6,0,0,0,0,0,0,0,0
2024-01-05 15:00:00,13.1,0,283.7,76.2,0,0,756.4,0,0,0,0,0,0,0,0,Living Room,15,1,0,13.7,0,0,72.4,74.8,,Low,0.68,0,0,0,0,0,0,0,0
2024-01-05 16:00:00,14.7,0,259.4,90.9,0,0,126.9,0,0,0,0,0,0,0,0,Living Room,16,1,0,14.9,0,0,72.1,69.6,,Low,0.85,0,0,0,0,0,0,0,0
2024-01-05 17:00:00,17.7,0,259.9,86,0,0,518,0,0,0,0,0,0,0,0,Living Room,17,1,0,16.7,0,0,71.2,70,,Low,0.52,0,0,0,0,0,0,0,0
2024-01-05 18:00:00,12,0,246.7,86.6,0,0,797.7,1,0,0,0,0.133,0.006,1.172,8.79,Living Room,18,1,1.032,16.6,0,0,67.6,64.9,,High,7.79,1,0,1032.4,0,0,133.2,6,1171.7
2024-01-05 19:00:00,14.6,0,279.1,86.7,0,1,9.6,1,0,0,0.024,0.144,0.008,1.401,10.51,Living Room,19,1,1.225,18.7,0,0,67,72,,High,6.81,1,0,1224.7,0,23.8,144,8.2,1400.7
2024-01-05 20:00:00,14.2,0,283,70.7,0,1,29,1,0,0,0.035,0.114,0.01,1.34,10.05,Living Room,20,1,1.182,16.8,0,0,67.3,67.7,,High,7,1,0,1181.7,0,34.6,114.4,9.7,1340.4
2024-01-05 21:00:00,12.9,0,248.7,70.5,0,1,42.8,1,0,0,0.028,0.169,0.004,1.498,11.24,Living Room,21,1,1.297,17,0,0,69.6,67.8,,High,6.85,1,0,1297.4,0,28.3,168.7,3.9,1498.3
2024-01-05 22:00:00,15.1,0,301.2,91,0,1,46.6,1,0,0,0.043,0.158,0,1.435,10.76,Living Room,22,1,1.233,19,0,0,63.7,68.6,,High,7.03,1,0,1233.3,0,43.2,158.2,0.1,1434.9
2024-01-05 23:00:00,13.9,0,295.8,87.1,0,0,9.8,0,0,0,0,0,0,0,0,Living Room,23,1,0,16.6,0,0,71.5,76.5,,Low,0.14,0,0,0,0,0,0,0,0
2024-01-06 00:00:00,12.4,0,248.3,81,0,0,44,0,0,0,0,0,0,0,0,Living Room,0,1,0,11.4,1,0,71.1,68.4,,Low,0.63,0,0,0,0,0,0,0,0
2024-01-06 01:00:00,12.2,0,292.5,83.2,0,0,17.5,0,0,0,0,0,0,0,0,Living Room,1,1,0,12.9,1,1,64.6,64.3,,Low,2.34,0,0,0,0,0,0,0,0
2024-01-06 02:00:00,14.3,0,273.2,94.1,0,0,0,0,0,0,0,0,0,0,0,Living Room,2,1,0,14.2,1,0,70.5,68.7,,Low,2.38,0,0,0,0,0,0,0,0
2024-01-06 03:00:00,16.4,0,295.7,78.3,0,0,42.1,0,0,0,0,0,0,0,0,Living Room,3,1,0,16.4,1,0,67.7,72.1,,Low,0.08,0,0,0,0,0,0,0,0
2024-01-06 04:00:00,13,0,272.6,82.9,0,0,21.4,0,0,0,0,0,0,0,0,Living Room,4,1,0,12.7,1,0,71,73.1,,Low,1.72,0,0,0,0,0,0,0,0
