Timestamp,Bathroom Temperature (°C),Bathroom Humidity (%),Bathroom Absolute Humidity (g/m³),Geyser_Power (W),Lights_Power (W),Exhaust_Fan_Power (W),Small_Appliances_Power (W),Outdoor Humidity (%),Occupancy,Bathroom_Total_Power (W),Bathroom_Energy (kWh),Outdoor Temperature (°C)
2024-01-06 17:00:00,14.5,73.9,9.19,0,0,0,0,62,TRUE,0,0,13.7
2024-01-06 18:00:00,16,73.9,10.04,0,51,45.2,174.3,65.7,TRUE,270.5,0.27,12.9
2024-01-06 19:00:00,15.5,73,9.67,0,23.9,69.7,0,70.3,TRUE,93.6,0.094,13.6
2024-01-06 20:00:00,15.5,75.7,10.01,1703.3,41.7,32.6,0,75.3,TRUE,1777.6,1.778,15.2
2024-01-06 21:00:00,14.7,73.9,9.28,0,42.9,0,0,61.7,TRUE,42.9,0.043,14.8
2024-01-06 22:00:00,15.6,72.6,9.66,1211.7,49.2,31.2,0,61.6,TRUE,1292.1,1.292,12.4
2024-01-06 23:00:00,16,72.8,9.89,0,0,0,0,72.7,FALSE,0,0,14
2024-01-07 00:00:00,15.3,74.2,9.72,0,0,0,0,74.3,FALSE,0,0,14
2024-01-07 01:00:00,15.5,74.5,9.86,0,0,0,0,65.2,FALSE,0,0,15.4
2024-01-07 02:00:00,14.9,73.3,9.33,0,0,0,0,63,FALSE,0,0,15.2
2024-01-07 03:00:00,15.6,74,9.81,0,0,0,0,66.4,FALSE,0,0,14.6
2024-01-07 04:00:00,15.9,75,10.17,0,0,0,0,66,FALSE,0,0,14
2024-01-07 05:00:00,15.2,73.6,9.53,1774,0,42.9,0,69.6,FALSE,1816.9,1.817,13.3
2024-01-07 06:00:00,15.7,75.1,10.05,0,38.6,31.4,0,68.7,TRUE,70,0.07,14.3
2024-01-07 07:00:00,15.4,73.8,9.72,0,28.6,44,0,70,TRUE,72.6,0.073,13.9
2024-01-07 08:00:00,15.7,73.7,9.88,1003.2,0,33.9,0,60.1,TRUE,1037.1,1.037,11.8
2024-01-07 09:00:00,15.4,72,9.45,1057.6,0,60.5,203,67.2,TRUE,1321.1,1.321,13.8
2024-01-07 10:00:00,15.6,73.8,9.79,0,0,0,0,58.7,TRUE,0,0,13.8
2024-01-07 11:00:00,15.5,75.4,9.98,0,35.1,0,0,70.1,TRUE,571.6,0.572,12.9
2024-01-07 12:00:00,14.8,72.3,9.12,0,0,0,0,64.1,TRUE,0,0,11.6
2024-01-07 13:00:00,14.6,75.2,9.4,0,0,0,0,71.5,TRUE,0,0,12.8
2024-01-07 14:00:00,15.7,72.2,9.65,0,0,0,0,74,TRUE,0,0,12.3
2024-01-07 15:00:00,15.2,72.1,9.35,0,30.4,0,0,69,TRUE,30.4,0.03,12.5
2024-01-07 16:00:00,15,73.1,9.34,0,0,0,0,71.5,TRUE,0,0,13.1
2024-01-07 17:00:00,15.9,73.5,9.93,0,0,0,0,69.2,TRUE,0,0,13.7
2024-01-07 18:00:00,15.4,73.2,9.61,0,40.4,74.7,241.5,69.5,TRUE,356.6,0.357,14.1
2024-01-07 19:00:00,15.7,73.2,9.76,0,55.1,72.8,214.6,66.6,TRUE,342.5,0.342,13.8
2024-01-07 20:00:00,15.9,75.3,10.21,1457.3,48.6,32.1,0,73.8,TRUE,1538,1.538,15.4
2024-01-07 21:00:00,15.9,74.5,10.08,0,21.6,36.4,246.1,67.1,TRUE,304.1,0.304,12.7
2024-01-07 22:00:00,14.8,74,9.35,0,33.6,0,0,62.6,TRUE,33.6,0.034,13.2
2024-01-07 23:00:00,16,74.5,10.14,0,0,0,0,66.9,FALSE,0,0,14.8
2024-01-08 00:00:00,14.5,74.5,9.28,0,0,0,0,75.8,FALSE,0,0,17
2024-01-08 01:00:00,15.3,72.1,9.42,0,0,0,0,64.5,FALSE,0,0,15.7
2024-01-08 02:00:00,15.2,72.3,9.36,0,0,0,0,72,FALSE,0,0,18.7
2024-01-08 03:00:00,15.4,74.8,9.85,0,0,0,0,63.9,FALSE,0,0,17
2024-01-08 04:00:00,14.5,73.5,9.16,0,0,0,0,68.8,FALSE,0,0,15
2024-01-08 05:00:00,15.3,72.3,9.45,912.1,0,65.2,0,68.1,FALSE,977.3,0.977,14.4
2024-01-08 06:00:00,14.5,74.4,9.26,0,50.4,45.3,0,65,TRUE,95.7,0.096,14
2024-01-08 07:00:00,16,75.9,10.31,1432.7,36.5,73.6,0,71.3,TRUE,1542.8,1.543,15.3
2024-01-08 08:00:00,15,75.5,9.65,0,0,59.5,0,73.3,TRUE,59.5,0.059,14.4
2024-01-08 09:00:00,14.8,72.9,9.23,0,0,46.2,0,73.1,TRUE,46.2,0.046,15.2
2024-01-08 10:00:00,15,72.4,9.27,0,0,0,0,68.4,FALSE,0,0,13.5
2024-01-08 11:00:00,15.4,75.2,9.88,0,0,0,0,70.6,FALSE,0,0,15.5
2024-01-08 12:00:00,15.1,75.6,9.77,0,0,0,0,71.9,FALSE,0,0,14.2
2024-01-08 13:00:00,14.5,73.6,9.15,0,0,0,0,64.8,FALSE,0,0,13.6
2024-01-08 14:00:00,15.7,72.2,9.63,0,0,0,0,75.5,FALSE,0,0,12.3
2024-01-08 15:00:00,14.9,73,9.31,0,0,0,0,73.8,FALSE,0,0,14
2024-01-08 16:00:00,15.8,73.9,9.97,0,0,0,0,73.6,FALSE,0,0,12
2024-01-08 17:00:00,15.8,75.5,10.17,0,0,0,0,67,FALSE,0,0,15.5
2024-01-08 18:00:00,15.8,73.4,9.86,0,0,0,0,63.7,FALSE,0,0,11.5
2024-01-08 19:00:00,14.9,74.6,9.53,0,58.4,50.7,0,74.6,TRUE,109.1,0.109,11.5
2024-01-08 20:00:00,14.7,75.6,9.53,802,38.4,78.4,0,71.5,TRUE,918.8,0.919,14.2
2024-01-08 21:00:00,15,75.2,9.61,0,26,0,0,71.9,TRUE,26,0.026,12.6
2024-01-08 22:00:00,14.6,75.6,9.47,0,52.8,0,0,63.8,TRUE,52.8,0.053,12.4
2024-01-08 23:00:00,16,72.1,9.82,0,0,0,0,65,FALSE,0,0,12.9
2024-01-09 00:00:00,14.6,72.2,9,0,0,0,0,70.9,FALSE,0,0,12.5
2024-01-09 01:00:00,15.4,72.1,9.44,0,0,0,0,66.1,FALSE,0,0,13.7
2024-01-09 02:00:00,14.7,75.9,9.58,0,0,0,0,76.2,FALSE,0,0,11.5
2024-01-09 03:00:00,14.7,74.2,9.32,0,0,0,0,70.2,FALSE,0,0,15.6
2024-01-09 04:00:00,15.2,74.2,9.61,0,0,0,0,63.5,FALSE,0,0,14.2
2024-01-09 05:00:00,15.1,74.5,9.61,1615.9,0,49.3,0,64,FALSE,1665.2,1.665,15.3
2024-01-09 06:00:00,14.9,74.3,9.45,1583,27.2,53,0,72.4,TRUE,1663.2,1.663,17
2024-01-09 07:00:00,15.2,72.1,9.37,1548.7,56.9,62.7,0,69.9,TRUE,1668.3,1.668,12.8
2024-01-09 08:00:00,15,75.2,9.64,0,0,67.3,0,68.2,TRUE,67.3,0.067,12.2
2024-01-09 09:00:00,16,75.9,10.33,1745.3,32.6,34.8,0,74.7,TRUE,1812.7,1.813,14.9
2024-01-09 10:00:00,15.2,74.2,9.65,0,0,0,0,66.3,FALSE,0,0,13
2024-01-09 11:00:00,15.4,72.3,9.48,0,0,0,0,63.3,FALSE,0,0,16.1
2024-01-09 12:00:00,15.8,73.3,9.9,0,0,0,0,71.9,FALSE,0,0,15.8
2024-01-09 13:00:00,15.1,73,9.41,0,0,0,0,68.5,FALSE,0,0,14.8
2024-01-09 14:00:00,15.9,74.7,10.11,0,0,0,0,68.4,FALSE,0,0,15.1
2024-01-09 15:00:00,15.3,74.8,9.76,0,0,0,0,69.2,FALSE,0,0,14.3
2024-01-09 16:00:00,15.9,74.2,10.06,0,0,0,0,69.6,FALSE,0,0,12.6
2024-01-09 17:00:00,14.9,72.4,9.24,0,0,0,0,66,FALSE,0,0,14.8
2024-01-09 18:00:00,15.5,73.1,9.68,0,0,0,0,68.7,FALSE,0,0,14.1
2024-01-09 19:00:00,15.2,73.4,9.51,0,23.2,49.8,119.6,64.7,TRUE,192.6,0.193,15.6
2024-01-09 20:00:00,15,73.2,9.37,1121.7,22,75.7,0,72.4,TRUE,1219.4,1.219,13.4
2024-01-09 21:00:00,15.2,73.1,9.48,857.8,57.3,41.8,207.4,69.3,TRUE,1164.3,1.164,14.8
2024-01-09 22:00:00,14.9,75.4,9.58,1409.4,53.5,40.7,0,62,TRUE,1503.6,1.504,12.8
2024-01-09 23:00:00,15.3,72.6,9.46,0,0,0,0,71,FALSE,0,0,15.8
2024-01-10 00:00:00,15.6,72.5,9.62,0,0,0,0,66.7,FALSE,0,0,14.7
2024-01-10 01:00:00,15.2,74.9,9.73,0,0,0,0,67.9,FALSE,0,0,13.3
2024-01-10 02:00:00,15.1,75.3,9.69,0,0,0,0,70,FALSE,0,0,14.1
2024-01-10 03:00:00,15,74.6,9.58,0,0,0,0,74.8,FALSE,0,0,12.9
2024-01-10 04:00:00,15.8,72.1,9.73,0,0,0,0,73.5,FALSE,0,0,13.2
2024-01-10 05:00:00,15.2,73.8,9.6,1343.2,0,60.5,0,68.6,FALSE,1403.7,1.404,15.3
2024-01-10 06:00:00,15.1,74.9,9.64,1040.9,51.8,43.1,0,70.8,TRUE,1135.8,1.136,14.9
2024-01-10 07:00:00,14.9,72.1,9.2,0,21,0,0,70.8,TRUE,21,0.021,12.5
2024-01-10 08:00:00,14.7,72.6,9.16,0,37.8,0,0,64.8,TRUE,532,0.532,12.7
2024-01-10 09:00:00,15.7,74.1,9.89,1675.2,0,42.9,0,66.5,TRUE,1718.1,1.718,12.8
2024-01-10 10:00:00,14.5,75.5,9.39,0,0,0,0,62.4,FALSE,0,0,13.1
2024-01-10 11:00:00,14.8,74.6,9.45,0,0,0,0,62.1,FALSE,0,0,14.2
2024-01-10 12:00:00,14.6,74.7,9.33,0,0,0,0,69.2,FALSE,463.4,0.463,14.9
2024-01-10 13:00:00,15.6,73.7,9.77,0,0,0,0,67.3,FALSE,0,0,14.4
2024-01-10 14:00:00,15.8,75.9,10.21,0,0,0,0,68.5,FALSE,0,0,13.3
2024-01-10 15:00:00,15.7,74.2,9.89,0,0,0,0,61.4,FALSE,0,0,14.6
2024-01-10 16:00:00,15.6,73.8,9.84,0,0,0,0,70.6,FALSE,0,0,12.7
2024-01-10 17:00:00,15.6,75.5,10.03,0,0,0,0,66.8,FALSE,0,0,13.4
2024-01-10 18:00:00,15.9,74.4,10.07,0,0,0,0,68.4,FALSE,0,0,15.8
2024-01-10 19:00:00,15.4,73,9.56,0,26,47.1,0,67.5,TRUE,73.1,0.073,10.4
2024-01-10 20:00:00,15.8,73.2,9.86,922.4,33.8,44.7,0,62.3,TRUE,1000.9,1.001,13.8
2024-01-10 21:00:00,15,75.5,9.67,0,41.4,0,0,65.1,TRUE,41.4,0.041,13.6
2024-01-10 22:00:00,15.4,74.2,9.76,0,41,0,0,69.3,TRUE,41,0.041,12.8
2024-01-10 23:00:00,14.9,76,9.68,0,0,0,0,65,FALSE,0,0,14.6
2024-01-11 00:00:00,14.8,74.8,9.49,0,0,0,0,68.2,FALSE,0,0,12.9
2024-01-11 01:00:00,14.8,75,9.49,0,0,0,0,69.4,FALSE,0,0,14.6
2024-01-11 02:00:00,14.9,74.7,9.5,0,0,0,0,64.4,FALSE,0,0,15.6
2024-01-11 03:00:00,15.6,75.7,10.09,0,0,0,0,69.5,FALSE,0,0,13.7
2024-01-11 04:00:00,15.3,72.9,9.53,0,0,0,0,66,FALSE,0,0,13.2
2024-01-11 05:00:00,14.7,73.5,9.25,1310.5,0,32.1,0,66.5,FALSE,1342.6,1.343,14.1
2024-01-11 06:00:00,15.8,75.1,10.11,0,27.3,0,0,67.8,TRUE,27.3,0.027,16.4
2024-01-11 07:00:00,14.7,72.1,9.08,1707.6,49.8,72.1,0,66.7,TRUE,1829.5,1.83,11.6
2024-01-11 08:00:00,15.2,74.3,9.62,881.3,0,52.6,229.2,66.5,TRUE,1163.1,1.163,13.1
2024-01-11 09:00:00,15.5,73.6,9.73,1191.2,0,45.1,0,68.6,TRUE,1236.3,1.236,11.8
2024-01-11 10:00:00,15.3,73.3,9.54,0,0,0,0,65.8,FALSE,0,0,13.6
2024-01-11 11:00:00,14.6,74.2,9.28,0,0,0,0,66.3,FALSE,0,0,13.6
2024-01-11 12:00:00,15.2,75.9,9.86,0,0,0,0,77.4,FALSE,0,0,16.8
2024-01-11 13:00:00,14.6,73.2,9.17,0,0,0,0,68.7,FALSE,0,0,12.3
2024-01-11 14:00:00,15.3,73,9.5,0,0,0,0,56,FALSE,0,0,16.9
2024-01-11 15:00:00,14.9,72.3,9.24,0,0,0,0,73.9,FALSE,0,0,17.1
2024-01-11 16:00:00,14.7,72.9,9.17,0,0,0,0,61.6,FALSE,0,0,16.5
2024-01-11 17:00:00,15.3,73,9.55,0,0,0,0,63.4,FALSE,0,0,15.2
2024-01-11 18:00:00,15.2,72.2,9.35,0,0,0,0,68.8,FALSE,0,0,17.4
2024-01-11 19:00:00,15.4,75,9.83,0,59.9,0,0,64.1,TRUE,59.9,0.06,13
2024-01-11 20:00:00,15.4,72.1,9.5,1608.2,31.1,33.6,0,61.5,TRUE,1672.9,1.673,12.9
