Timestamp,Outdoor Temperature (°C),Outdoor Humidity (%),Bedroom_Temperature (°C),Indoor Humidity (%),Bedroom Absolute Humidity,Fan_1_Power (W),Fan_2_Power (W),LED_Tube_Lights_Power (W),Smart_TV_Power (W),AC_Power (W),Bedroom_Total_Power (W),Bedroom Energy (kWh),Bedroom_In_Use,Ports_Power (W),Small_Lights_Power (W),Room_Heater_Power (W),Weekday
2024-01-02 07:00:00,12.9,75.8,13.6,80.2,9.45,0,0,57.3,0,0,57.3,0.057,TRUE,0,0,0,Tuesday
2024-01-02 08:00:00,13.5,64.5,14.2,61.8,7.54,0,0,42.2,0,0,42.2,0.042,TRUE,0,4.163228928,0,Tuesday
2024-01-02 09:00:00,13.1,71.2,14.5,77.1,9.57,0,0,56.6,0,0,56.6,0.057,TRUE,0,0,0,Tuesday
2024-01-02 10:00:00,16.6,63.4,18,61.4,9.42,0,0,0,0,0,0,0,FALSE,0,12.32871782,0,Tuesday
2024-01-02 11:00:00,14,68.9,15.3,76.6,10.02,0,0,0,0,0,0,0,FALSE,0,36.63614576,0,Tuesday
2024-01-02 12:00:00,12.6,70.6,13.2,76.5,8.76,0,0,0,0,0,0,0,FALSE,0,18.21596124,1104.336865,Tuesday
2024-01-02 13:00:00,14.7,64.9,16.1,69.9,9.6,0,0,0,0,0,0,0,FALSE,1.746225923,23.03447152,1340.925602,Tuesday
2024-01-02 14:00:00,13,71.8,13.7,69.3,8.2,0,0,0,0,0,0,0,FALSE,0,1.074047089,1372.626237,Tuesday
2024-01-02 15:00:00,13.8,75.9,15,83,10.66,0,0,0,0,0,0,0,FALSE,0,16.20460315,1440.434133,Tuesday
2024-01-02 16:00:00,14.6,68.7,15.4,74.9,9.87,0,0,0,0,0,0,0,FALSE,2.702398343,3.930749687,0,Tuesday
2024-01-02 17:00:00,12.2,68.9,12.9,67.9,7.65,0,0,0,0,0,0,0,FALSE,0,11.50066678,0,Tuesday
2024-01-02 18:00:00,13.1,56,14.4,62.9,7.79,0,0,0,0,0,0,0,FALSE,0,5.998313397,0,Tuesday
2024-01-02 19:00:00,16.2,71,17.1,75.5,11,0,0,42.3,270,0,312.3,0.312,TRUE,0.619929837,11.18490921,0,Tuesday
2024-01-02 20:00:00,13.3,73.4,14.4,70.5,8.68,0,0,25.6,196.9,0,222.5,0.223,TRUE,0,25.97735381,0,Tuesday
2024-01-02 21:00:00,12.9,65.9,14.1,62.7,7.62,0,0,29.8,173.7,0,203.6,0.204,TRUE,0.934849542,34.33365788,1268.071799,Tuesday
2024-01-02 22:00:00,16.7,73.6,17.6,72.5,10.86,0,0,44.8,267.5,0,312.2,0.312,TRUE,1.521773017,0,1355.946537,Tuesday
2024-01-02 23:00:00,14.5,64.9,15.7,70.5,9.4,0,0,0,218,0,218,0.218,TRUE,0,0,1464.356506,Tuesday
2024-01-03 00:00:00,16.4,60.7,17.6,67.5,10.14,0,0,0,0,0,0,0,TRUE,0,0,0,Wednesday
2024-01-03 01:00:00,13,70.7,14,68.1,8.24,0,0,0,0,0,0,0,TRUE,0,0,0,Wednesday
2024-01-03 02:00:00,13.9,66.1,15.3,63.5,8.29,0,0,0,0,0,0,0,TRUE,0,0,0,Wednesday
2024-01-03 03:00:00,14.4,65.6,15.6,72.6,9.64,0,0,0,0,0,0,0,TRUE,0,0,0,Wednesday
2024-01-03 04:00:00,12.7,70.2,13.9,74.9,8.99,0,0,39.6,0,0,39.6,0.04,TRUE,2.035880817,0,0,Wednesday
2024-01-03 05:00:00,10.4,63.9,10.9,71.4,7.12,0,0,38.3,0,0,38.3,0.038,TRUE,0.534938827,0,0,Wednesday
2024-01-03 06:00:00,13.9,63.5,14.7,69.4,8.73,0,0,47,0,0,47,0.047,TRUE,0,0,0,Wednesday
2024-01-03 07:00:00,13.6,75,14.4,73.7,9.12,0,0,50.1,0,0,50.1,0.05,TRUE,2.106548395,0,0,Wednesday
2024-01-03 08:00:00,12.3,70.5,13.1,73.8,8.41,0,0,41.7,0,0,41.7,0.042,TRUE,1.756093446,33.72849662,0,Wednesday
2024-01-03 09:00:00,14.2,60.8,15.3,65.9,8.63,0,0,39.7,0,0,39.7,0.04,TRUE,0,19.06187332,0,Wednesday
2024-01-03 10:00:00,14.3,65.9,14.8,62,7.87,0,0,0,0,0,0,0,FALSE,1.271585026,25.64798427,0,Wednesday
2024-01-03 11:00:00,15.2,65,16.4,63.1,8.83,0,0,0,0,0,0,0,FALSE,0,0,0,Wednesday
2024-01-03 12:00:00,15.3,72,16.1,76.7,10.52,0,0,0,0,0,0,0,FALSE,0,38.81817549,1313.177068,Wednesday
2024-01-03 13:00:00,14.2,67.7,15.7,75.1,10.04,0,0,0,0,0,0,0,FALSE,0,46.89765096,1218.318771,Wednesday
2024-01-03 14:00:00,12.1,72.8,12.6,69.2,7.66,0,0,0,0,0,0,0,FALSE,0,0,1462.740027,Wednesday
2024-01-03 15:00:00,15.8,68.7,16.5,72.9,10.22,0,0,0,0,0,0,0,FALSE,0,7.081378566,1311.532228,Wednesday
2024-01-03 16:00:00,14.9,70.7,15.9,74.6,10.07,0,0,0,0,0,0,0,FALSE,0,0,0,Wednesday
2024-01-03 17:00:00,14.4,73.5,15.5,70.1,9.29,0,0,0,0,0,0,0,FALSE,0.780864143,24.04754003,0,Wednesday
2024-01-03 18:00:00,12.5,68.3,13.5,75.3,8.79,0,0,0,0,0,0,0,FALSE,0,15.59074163,0,Wednesday
2024-01-03 19:00:00,14.3,72.1,14.8,75.6,9.6,0,0,49.3,298.8,0,348.1,0.348,TRUE,2.632410784,30.88695323,0,Wednesday
2024-01-03 20:00:00,14.4,66.2,14.9,63.5,8.11,0,0,25.9,195.1,0,220.9,0.221,TRUE,0.803024104,0,0,Wednesday
2024-01-03 21:00:00,14.9,71.9,16.3,76.6,10.63,0,0,48.6,174.7,0,223.3,0.223,TRUE,0,13.66893996,1022.504892,Wednesday
2024-01-03 22:00:00,15.2,73.1,16.2,70.7,9.75,0,0,42.6,274.7,0,317.4,0.317,TRUE,1.574566265,0,1378.060434,Wednesday
2024-01-03 23:00:00,13.1,65.1,14.1,61.8,7.49,0,0,0,222,0,222,0.222,TRUE,0,0,1303.597762,Wednesday
2024-01-04 00:00:00,12.3,63.6,13.6,67.1,7.89,0,0,0,0,0,0,0,TRUE,0,0,0,Thursday
2024-01-04 01:00:00,13.3,71.7,14.6,68.4,8.58,0,0,0,0,0,0,0,TRUE,0,0,0,Thursday
2024-01-04 02:00:00,15.7,65.8,16.3,72.4,10.03,0,0,0,0,0,0,0,TRUE,0,0,0,Thursday
2024-01-04 03:00:00,9.9,70.4,10.6,73.9,7.23,0,0,20.7,0,0,20.7,0.021,TRUE,0,0,0,Thursday
2024-01-04 04:00:00,14.5,66.4,15.9,70,9.45,0,0,34.2,0,0,34.2,0.034,TRUE,2.544336768,0,0,Thursday
2024-01-04 05:00:00,15.5,69.5,16.7,66.6,9.47,0,0,53.7,0,0,53.7,0.054,TRUE,2.139225548,0,0,Thursday
2024-01-04 06:00:00,15,65.2,16.1,72.1,9.9,0,0,38.7,0,0,38.7,0.039,TRUE,2.854930465,0,0,Thursday
2024-01-04 07:00:00,14.9,73.1,16.2,71,9.81,0,0,38.1,0,0,38.1,0.038,TRUE,0,17.28048155,0,Thursday
2024-01-04 08:00:00,12.7,63.2,13.5,67.3,7.88,0,0,37.9,0,0,37.9,0.038,TRUE,0,13.83472643,0,Thursday
2024-01-04 09:00:00,12.9,61.7,13.6,64.9,7.61,0,0,52.4,0,0,52.4,0.052,TRUE,0,0,0,Thursday
2024-01-04 10:00:00,14.5,60.9,15.1,66.2,8.53,0,0,0,0,0,0,0,FALSE,2.706007866,0,0,Thursday
2024-01-04 11:00:00,12.4,70.8,13.9,75.9,9.09,0,0,0,0,0,0,0,FALSE,0,14.55041747,0,Thursday
2024-01-04 12:00:00,13.5,61.1,14.2,65.2,7.95,0,0,0,0,0,0,0,FALSE,0.702755673,0.632602324,1337.966664,Thursday
2024-01-04 13:00:00,15.5,67.9,16.1,75.8,10.41,0,0,0,0,0,0,0,FALSE,0,36.29569689,1218.341625,Thursday
2024-01-04 14:00:00,15.6,65.4,16.8,68.4,9.77,0,0,0,0,0,0,0,FALSE,0,9.428251512,1099.955402,Thursday
2024-01-04 15:00:00,15.8,66.4,16.5,62.6,8.79,0,0,0,0,0,0,0,FALSE,0,23.16449389,1295.420271,Thursday
2024-01-04 16:00:00,12.2,63.5,13.3,66.9,7.75,0,0,0,0,0,0,0,FALSE,0,35.18001228,0,Thursday
2024-01-04 17:00:00,15,72,16.4,79.2,11.05,0,0,0,0,0,0,0,FALSE,0.72475574,11.26344299,0,Thursday
2024-01-04 18:00:00,12.8,62.5,13.6,66.6,7.85,0,0,0,0,0,0,0,FALSE,1.542119713,28.43128122,0,Thursday
2024-01-04 19:00:00,12.1,66.5,13.1,71.8,8.19,0,0,20.5,241.4,0,261.9,0.262,TRUE,0.593330432,13.28928902,0,Thursday
2024-01-04 20:00:00,13.6,68.5,14.2,72.5,8.83,0,0,36.3,270.1,0,306.4,0.306,TRUE,2.186543963,2.631706163,0,Thursday
2024-01-04 21:00:00,10.5,69.7,11.4,68.3,7.03,0,0,47.1,204,0,251.1,0.251,TRUE,1.405459046,20.35303115,1058.486503,Thursday
2024-01-04 22:00:00,15.6,67.3,16.8,73.3,10.48,0,0,22.3,248.2,0,270.5,0.271,TRUE,0,0,1291.418086,Thursday
2024-01-04 23:00:00,17.3,71.4,18.7,74.7,11.99,0,0,0,152.3,0,152.3,0.152,TRUE,1.52861446,0,1202.998128,Thursday
2024-01-05 00:00:00,15.4,63.7,16.1,68,9.28,0,0,0,0,0,0,0,TRUE,0,0,0,Friday
2024-01-05 01:00:00,14.1,69.7,15.2,76.9,9.99,0,0,0,0,0,0,0,TRUE,0,0,0,Friday
2024-01-05 02:00:00,13.9,77.2,14.7,84.8,10.67,0,0,0,0,0,0,0,TRUE,0,0,0,Friday
2024-01-05 03:00:00,11.2,64.3,12.2,61.5,6.64,0,0,0,0,0,0,0,TRUE,0,0,0,Friday
2024-01-05 04:00:00,13.3,65.2,14.4,72,8.88,0,0,47.1,0,0,47.1,0.047,TRUE,0,0,0,Friday
2024-01-05 05:00:00,14.7,73,15.8,79.4,10.67,0,0,51.9,0,0,51.9,0.052,TRUE,0,0,0,Friday
2024-01-05 06:00:00,14.3,72.6,14.9,70.2,8.96,0,0,53.5,0,0,53.5,0.053,TRUE,2.97781537,21.17276878,0,Friday
2024-01-05 07:00:00,14.8,70.6,15.4,74.5,9.78,0,0,35.4,0,0,35.4,0.035,TRUE,0,16.5848677,0,Friday
2024-01-05 08:00:00,14.2,70.1,14.9,77.7,9.89,0,0,52.8,0,0,52.8,0.053,TRUE,2.435456442,12.6712216,0,Friday
2024-01-05 09:00:00,14.1,68.4,15.2,73.2,9.52,0,0,58,0,0,58,0.058,TRUE,1.721263519,5.923197375,0,Friday
2024-01-05 10:00:00,13.9,65.8,15,72.1,9.25,0,0,0,0,0,0,0,FALSE,1.040762824,18.46137498,0,Friday
2024-01-05 11:00:00,14,67.6,15.2,66.6,8.66,0,0,0,0,0,0,0,FALSE,0,5.705025106,0,Friday
2024-01-05 12:00:00,13.2,73.7,14,78.2,9.4,0,0,0,0,0,0,0,FALSE,0,10.30370148,1471.11138,Friday
2024-01-05 13:00:00,14.2,66.4,15.5,71.1,9.39,0,0,0,0,0,0,0,FALSE,0,15.03171496,1052.818938,Friday
2024-01-05 14:00:00,13.5,65.3,14.9,69.8,8.88,0,0,0,0,0,0,0,FALSE,0,11.31339867,1048.961666,Friday
2024-01-05 15:00:00,17.4,71.8,18.6,75.9,12.07,0,0,0,0,0,0,0,FALSE,0,43.61947899,1055.6042,Friday
2024-01-05 16:00:00,12.9,64.9,14,71.2,8.61,0,0,0,0,0,0,0,FALSE,1.056197357,1.466780209,0,Friday
2024-01-05 17:00:00,14.1,62.7,14.9,66.1,8.44,0,0,0,0,0,0,0,FALSE,0,0.609796252,0,Friday
2024-01-05 18:00:00,12.3,64.8,13.4,62.2,7.23,0,0,0,0,0,0,0,FALSE,0,26.19835599,0,Friday
2024-01-05 19:00:00,14.9,72,16.3,70.8,9.85,0,0,26.7,161.4,0,188.1,0.188,TRUE,0,0,0,Friday
2024-01-05 20:00:00,14.7,71.6,15.3,79.2,10.35,0,0,35.3,205.6,0,240.9,0.241,TRUE,2.11852807,0,0,Friday
2024-01-05 21:00:00,13.6,69.3,14.8,66.8,8.45,0,0,46.2,285.5,0,331.7,0.332,TRUE,2.39605831,5.869369093,1191.342959,Friday
2024-01-05 22:00:00,12.9,66.9,13.7,72.6,8.59,0,0,27.6,250.2,0,277.8,0.278,TRUE,0,0,1119.087651,Friday
2024-01-05 23:00:00,13.3,68.8,14.4,75.8,9.35,0,0,0,209.1,0,209.1,0.209,TRUE,0,0,1490.976812,Friday
2024-01-06 00:00:00,11.8,61.7,12.9,66.2,7.47,0,0,0,0,0,0,0,TRUE,0,0,0,Saturday
2024-01-06 01:00:00,13.9,64.4,14.6,68.2,8.55,0,0,27.4,0,0,27.4,0.027,TRUE,1.839492298,0,0,Saturday
2024-01-06 02:00:00,15.9,69.8,17.1,77,11.22,0,0,37,0,0,37,0.037,TRUE,1.747289728,0,0,Saturday
2024-01-06 03:00:00,14.1,65.6,15.5,63.4,8.37,0,0,0,0,0,0,0,TRUE,0,0,0,Saturday
2024-01-06 04:00:00,16.3,67.9,17.3,74.2,10.93,0,0,22,0,0,22,0.022,TRUE,0,0,0,Saturday
2024-01-06 05:00:00,15,67.3,15.7,66,8.81,0,0,35.3,0,0,35.3,0.035,TRUE,2.54117928,0,0,Saturday
2024-01-06 06:00:00,13.8,61.6,15.3,65,8.47,0,0,55.9,0,0,55.9,0.056,TRUE,1.075889739,9.455201738,0,Saturday
2024-01-06 07:00:00,11.8,74.8,12.5,78.6,8.62,0,0,56.1,0,0,56.1,0.056,TRUE,2.119161671,17.56658084,0,Saturday
2024-01-06 08:00:00,13,68.6,14,64.9,7.83,0,0,59.2,0,0,59.2,0.059,TRUE,0,16.61070105,0,Saturday
2024-01-06 09:00:00,13.8,63.4,14.6,67.3,8.43,0,0,39.8,0,0,39.8,0.04,TRUE,1.396528647,14.30080067,0,Saturday
2024-01-06 10:00:00,12.6,73.7,14.1,70.9,8.6,0,0,0,0,0,0,0,TRUE,0,21.80689604,0,Saturday
2024-01-06 11:00:00,11.9,67,13.1,72.6,8.29,0,0,0,0,0,0,0,TRUE,0,1.228314432,0,Saturday
2024-01-06 12:00:00,12.9,70.6,13.9,74.6,8.95,0,0,0,0,0,0,0,TRUE,0,0,1136.242575,Saturday
2024-01-06 13:00:00,14.1,61.9,14.7,58.3,7.33,0,0,0,0,0,0,0,TRUE,2.132803114,29.86725549,1411.829235,Saturday
2024-01-06 14:00:00,12.9,74,14.3,71.4,8.77,0,0,0,0,0,0,0,TRUE,2.009097905,10.46620786,1462.5955,Saturday
2024-01-06 15:00:00,12.1,72.1,13.5,77.3,9.05,0,0,0,0,0,0,0,TRUE,0,28.82084023,1282.79207,Saturday
2024-01-06 16:00:00,14,71.9,15.1,78.5,10.12,0,0,35.7,0,0,35.7,0.036,TRUE,2.740492396,28.79814556,0,Saturday
2024-01-06 17:00:00,15.7,61.8,16.8,65.2,9.31,0,0,0,0,0,0,0,TRUE,0,32.14894229,0,Saturday
2024-01-06 18:00:00,11.3,77.1,12.7,73.7,8.22,0,0,26.2,234.3,0,260.6,0.261,TRUE,2.629682485,0.850654215,0,Saturday
2024-01-06 19:00:00,13,67,13.6,70,8.25,0,0,39.2,266.3,0,305.5,0.306,TRUE,2.135566247,0,0,Saturday
2024-01-06 20:00:00,12.1,60.1,12.7,58.3,6.5,0,0,32.1,241.2,0,273.3,0.273,TRUE,0,25.36778697,0,Saturday
2024-01-06 21:00:00,11.6,65.3,13.1,69,7.86,0,0,23.9,239,0,262.8,0.263,TRUE,2.527371947,17.65685192,1145.833319,Saturday
2024-01-06 22:00:00,13.2,71.2,14.5,74.6,9.25,0,0,34,243,0,277.1,0.277,TRUE,0,0,1283.125456,Saturday
2024-01-06 23:00:00,12.9,75.5,13.5,83.1,9.73,0,0,0,187.8,0,187.8,0.188,TRUE,1.499020176,0,1433.128718,Saturday
2024-01-07 00:00:00,13.1,74.8,14.5,80.9,10.08,0,0,0,0,0,0,0,TRUE,0,0,0,Sunday
2024-01-07 01:00:00,13,70.5,13.9,78.2,9.35,0,0,0,0,0,0,0,TRUE,0,0,0,Sunday
2024-01-07 02:00:00,15.1,68.6,16.3,65.9,9.12,0,0,0,0,0,0,0,TRUE,0,0,0,Sunday
2024-01-07 03:00:00,12.8,70.2,13.5,67.4,7.88,0,0,0,0,0,0,0,TRUE,0.705356867,0,0,Sunday
2024-01-07 04:00:00,12.9,64.7,13.7,68,8.02,0,0,20.3,0,0,20.3,0.02,TRUE,0,0,0,Sunday
2024-01-07 05:00:00,12.3,77.5,13.2,81.2,9.34,0,0,59.3,0,0,59.3,0.059,TRUE,0,0,0,Sunday
2024-01-07 06:00:00,15.3,62.9,16.7,60.7,8.61,0,0,56.3,0,0,56.3,0.056,TRUE,0,18.47088575,0,Sunday
2024-01-07 07:00:00,12.1,66.8,13.3,72.4,8.35,0,0,43.3,0,0,43.3,0.043,TRUE,0,0,0,Sunday
2024-01-07 08:00:00,15.1,65.8,16.6,63.2,8.91,0,0,50.7,0,0,50.7,0.051,TRUE,0,13.0717725,0,Sunday
2024-01-07 09:00:00,15.7,65.7,16.9,71.2,10.23,0,0,57.1,0,0,57.1,0.057,TRUE,0,22.95805462,0,Sunday
2024-01-07 10:00:00,14.5,65.3,15.1,62.5,8.07,0,0,0,0,0,0,0,TRUE,1.597692942,0,0,Sunday
2024-01-07 11:00:00,14.8,66.5,15.8,71.4,9.62,0,0,31.9,0,0,31.9,0.032,TRUE,1.853335829,12.72360884,0,Sunday
2024-01-07 12:00:00,13.8,64,14.6,68.1,8.51,0,0,0,0,0,0,0,TRUE,0.959644594,36.15746929,1332.316398,Sunday
2024-01-07 13:00:00,13.3,70.2,14,76.9,9.28,0,0,0,0,0,0,0,TRUE,0,33.7676972,1389.288916,Sunday
2024-01-07 14:00:00,12.1,60,12.9,58.1,6.54,0,0,0,0,0,0,0,TRUE,0,4.445086013,1498.651646,Sunday
2024-01-07 15:00:00,13.5,75.7,14.5,82.1,10.23,0,0,0,0,0,0,0,TRUE,0,11.3072816,1413.040765,Sunday
2024-01-07 16:00:00,15.1,68.6,16.3,74.7,10.38,0,0,0,0,0,0,0,TRUE,0,36.47595312,0,Sunday
2024-01-07 17:00:00,10.3,64.7,11.1,72.2,7.28,0,0,35.6,0,0,35.6,0.036,TRUE,0,3.634152963,0,Sunday
2024-01-07 18:00:00,13.8,64.2,14.9,70.6,8.98,0,0,32.4,195.5,0,227.9,0.228,TRUE,2.564816468,20.49840717,0,Sunday
2024-01-07 19:00:00,10.9,68.7,12.1,65.3,6.99,0,0,37.6,230.8,0,268.3,0.268,TRUE,0,26.55650363,0,Sunday
2024-01-07 20:00:00,15.3,62.9,16.2,66.5,9.15,0,0,20,241.2,0,261.3,0.261,TRUE,0,25.38371229,0,Sunday
2024-01-07 21:00:00,14,72.5,15,75.5,9.66,0,0,36.9,239.1,0,276,0.276,TRUE,0,25.86291735,1473.764056,Sunday
2024-01-07 22:00:00,12.4,75.1,13.8,79.7,9.46,0,0,30.2,168.2,0,198.4,0.198,TRUE,0.938817797,0,1132.812915,Sunday
2024-01-07 23:00:00,14.8,67.7,15.6,64.2,8.55,0,0,0,265.8,0,265.8,0.266,TRUE,0,0,1054.525991,Sunday
2024-01-08 00:00:00,10.4,71.9,11.2,78.4,7.96,0,0,0,0,0,0,0,TRUE,0,0,0,Monday
2024-01-08 01:00:00,13.7,68.5,14.6,65.5,8.18,0,0,0,0,0,0,0,TRUE,2.042303812,0,0,Monday
2024-01-08 02:00:00,14.6,68.1,15.3,65.8,8.57,0,0,0,0,0,0,0,TRUE,0,0,0,Monday
2024-01-08 03:00:00,13.7,67.4,15.1,72.6,9.37,0,0,0,0,0,0,0,TRUE,1.125821226,0,0,Monday
2024-01-08 04:00:00,13.4,66.1,14.6,72,9.02,0,0,36.8,0,0,36.8,0.037,TRUE,2.764350973,0,0,Monday
2024-01-08 05:00:00,12.1,71.4,12.8,68.9,7.74,0,0,53,0,0,53,0.053,TRUE,2.560615235,0,0,Monday
2024-01-08 06:00:00,14.1,69.6,15.6,74.5,9.91,0,0,42.3,0,0,42.3,0.042,TRUE,0,1.076081186,0,Monday
2024-01-08 07:00:00,12.3,64.9,13.6,70.1,8.24,0,0,35,0,0,35,0.035,TRUE,0,34.13417628,0,Monday
2024-01-08 08:00:00,12.6,61.3,14.1,66.2,8.02,0,0,50.6,0,0,50.6,0.051,TRUE,0,0,0,Monday
2024-01-08 09:00:00,14.1,68.4,14.8,73,9.23,0,0,58.1,0,0,58.1,0.058,TRUE,1.458745708,0,0,Monday
2024-01-08 10:00:00,11.6,69,12.3,66.1,7.15,0,0,0,0,0,0,0,FALSE,1.006362959,26.73583049,0,Monday
2024-01-08 11:00:00,10.3,65.1,11.2,62,6.29,0,0,0,0,0,0,0,FALSE,0,29.06403977,0,Monday
2024-01-08 12:00:00,14.5,65.3,15.1,62.7,8.09,0,0,0,0,0,0,0,FALSE,2.709114238,2.423061735,1080.769771,Monday
2024-01-08 13:00:00,15.6,65.9,16.3,71.2,9.89,0,0,0,0,0,0,0,FALSE,0,33.0390651,1415.013032,Monday
2024-01-08 14:00:00,15.3,66.4,16.7,64.9,9.19,0,0,0,0,0,0,0,FALSE,2.457729667,5.971006766,1105.019355,Monday
2024-01-08 15:00:00,13.8,64.2,15.3,71.2,9.28,0,0,0,0,0,0,0,FALSE,0,9.455039357,1282.074313,Monday
2024-01-08 16:00:00,13.3,72.2,14.1,75.3,9.15,0,0,0,0,0,0,0,FALSE,1.789983079,0,0,Monday
2024-01-08 17:00:00,13.3,62.9,13.9,66.5,7.95,0,0,0,0,0,0,0,FALSE,0,1.256898884,0,Monday
2024-01-08 18:00:00,11.1,62,11.9,59,6.25,0,0,0,0,0,0,0,FALSE,0,34.11427412,0,Monday
2024-01-08 19:00:00,15.6,63.4,16.8,67.5,9.66,0,0,32,204.4,0,236.5,0.236,TRUE,2.343976002,23.37804215,0,Monday
2024-01-08 20:00:00,15.6,69.6,16.2,65.6,9.04,0,0,34,172.3,0,206.3,0.206,TRUE,1.270613471,13.14134727,0,Monday
2024-01-08 21:00:00,15.4,70.4,16.7,66.7,9.48,0,0,45.8,206.6,0,252.3,0.252,TRUE,1.952518873,14.36493761,1127.875924,Monday
2024-01-08 22:00:00,15.3,73.5,16.1,71.9,9.84,0,0,21.8,260.9,0,282.7,0.283,TRUE,1.447765386,0,1082.700396,Monday
2024-01-08 23:00:00,12.4,66.7,13.1,70.2,8.01,0,0,0,283.9,0,283.9,0.284,TRUE,0.829013984,0,1413.746619,Monday
2024-01-09 00:00:00,11.6,67.6,12.8,74,8.28,0,0,0,0,0,0,0,TRUE,0,0,0,Tuesday
2024-01-09 01:00:00,14.5,63.4,15.4,69.5,9.11,0,0,0,0,0,0,0,TRUE,0,0,0,Tuesday
