Timestamp,Outdoor Temperature (°C),Outdoor Humidity (%),Bathroom2 Temperature (°C),Bathroom2 Humidity (%),Bathroom2 Absolute Humidity (g/m³),Geyser_Power (W),Lights_Power (W),Exhaust_Fan_Power (W),Small_Appliances_Power (W),Washing_Machine_Power (W),Occupancy,Bathroom_Total_Power (W),Bathroom_Energy (kWh)
2024-01-02 04:00:00,15.6,63.8,16.4,61.3,8.54,0,58.7,57.5,0,0,FALSE,116.2,0.116
2024-01-02 05:00:00,14.8,69.7,16.6,66.6,9.42,1125.6,33.3,30.2,0,0,FALSE,1189.1,1.189
2024-01-02 06:00:00,11.9,63.9,13.4,59.8,6.93,1327,21.3,38.7,0,0,TRUE,1387,1.387
2024-01-02 07:00:00,11.4,69.8,12.4,76.1,8.33,0,27.3,47.7,181.5,0,TRUE,256.5,0.257
2024-01-02 08:00:00,14.6,72,15.1,67.5,8.72,0,0,0,0,0,TRUE,0,0
2024-01-02 09:00:00,12.2,73,12.8,82.9,9.26,0,0,57,0,0,TRUE,57,0.057
2024-01-02 10:00:00,12.3,67.3,13.3,72.8,8.42,0,0,0,0,0,FALSE,0,0
2024-01-02 11:00:00,17,72.1,18.1,80.3,12.44,0,0,0,0,0,FALSE,0,0
2024-01-02 12:00:00,14.6,76.5,16.1,84.4,11.53,0,0,0,0,0,FALSE,0,0
2024-01-02 13:00:00,16.7,68,18.2,65.1,10.1,0,0,0,0,0,FALSE,0,0
2024-01-02 14:00:00,17.3,66.5,18.8,62.3,10.05,0,0,0,0,0,FALSE,0,0
2024-01-02 15:00:00,14.2,69.6,14.9,78.6,10,0,0,0,0,0,FALSE,0,0
2024-01-02 16:00:00,14.2,67,16,62.1,8.47,0,0,0,0,0,FALSE,0,0
2024-01-02 17:00:00,15.4,71.6,16,67.7,9.23,0,0,0,0,0,FALSE,0,0
2024-01-02 18:00:00,12,69.3,12.6,74.9,8.26,0,24.1,40,0,0,FALSE,64.1,0.064
2024-01-02 19:00:00,12.6,73.1,14.2,68.6,8.36,0,21.5,43.7,0,0,TRUE,65.2,0.065
2024-01-02 20:00:00,12.7,66.1,13.7,76,9.01,1040.2,52.3,46.7,0,0,TRUE,1139.2,1.139
2024-01-02 21:00:00,15.2,70,16.4,66.7,9.28,0,38.3,62.5,0,0,TRUE,100.8,0.101
2024-01-02 22:00:00,16,70.7,16.9,77.8,11.15,0,40.1,37,0,0,TRUE,77.1,0.077
2024-01-02 23:00:00,13,71.3,14.7,78.6,9.9,0,0,0,0,0,FALSE,0,0
2024-01-03 00:00:00,12.2,68.3,13.8,75.8,9.04,0,0,0,0,0,FALSE,0,0
2024-01-03 01:00:00,15.9,71.1,17.9,80.3,12.22,0,0,0,0,0,FALSE,0,0
2024-01-03 02:00:00,13.7,71.1,15,76.1,9.77,0,0,0,0,0,FALSE,0,0
2024-01-03 03:00:00,10.1,69,11.6,78.3,8.13,0,0,0,0,0,FALSE,0,0
2024-01-03 04:00:00,11.4,67.7,12,64.6,6.89,0,57.8,71.4,0,0,FALSE,129.2,0.129
2024-01-03 05:00:00,17.3,67.4,18.6,75.6,12.04,1725.9,28,53.2,0,0,FALSE,1807.1,1.807
2024-01-03 06:00:00,12.3,72.5,13.1,68.9,7.86,0,0,65.1,0,0,TRUE,65.1,0.065
2024-01-03 07:00:00,15.3,61.8,17,59.1,8.57,0,35.7,68,0,0,TRUE,103.7,0.104
2024-01-03 08:00:00,16,72.5,17,68,9.87,1671.9,0,67.4,0,0,TRUE,1739.3,1.739
2024-01-03 09:00:00,17.8,59.5,18.4,57.1,9,1099.5,0,77.8,0,449.3,TRUE,1626.6,1.627
2024-01-03 10:00:00,13.2,72.4,13.9,79.9,9.57,0,0,0,0,0,FALSE,0,0
2024-01-03 11:00:00,14.1,71.4,15.5,69.3,9.18,0,0,0,0,0,FALSE,0,0
2024-01-03 12:00:00,13,65.8,13.8,72.1,8.59,0,0,0,0,578.2,FALSE,578.2,0.578
2024-01-03 13:00:00,15.3,69.8,16.8,65.2,9.31,0,0,0,0,0,FALSE,0,0
2024-01-03 14:00:00,15.9,69.2,16.9,75.5,10.84,0,0,0,0,0,FALSE,0,0
2024-01-03 15:00:00,12.7,69.7,14.4,74.8,9.26,0,0,0,0,0,FALSE,0,0
2024-01-03 16:00:00,11.9,68.9,12.8,74,8.29,0,0,0,0,0,FALSE,0,0
2024-01-03 17:00:00,14.7,64.2,16.5,61.2,8.57,0,0,0,0,0,FALSE,0,0
2024-01-03 18:00:00,18.1,66.7,18.8,62.1,9.98,0,0,0,0,0,FALSE,0,0
2024-01-03 19:00:00,14,62.9,15.8,72.6,9.76,0,58.5,54.4,0,0,TRUE,112.9,0.113
2024-01-03 20:00:00,15,69.2,16.5,77.1,10.82,920.4,46.5,65.9,0,0,TRUE,1032.8,1.033
2024-01-03 21:00:00,13.3,67.5,14.5,63.7,7.94,0,29.3,66.4,0,0,TRUE,95.7,0.096
2024-01-03 22:00:00,15.7,69,16.5,64.6,9.09,1116.2,0,43.1,0,0,TRUE,1159.3,1.159
2024-01-03 23:00:00,11.6,72.7,12.3,81.2,8.81,0,0,0,0,0,FALSE,0,0
2024-01-04 00:00:00,14.5,67.2,16.4,75.9,10.6,0,0,0,0,0,FALSE,0,0
2024-01-04 01:00:00,13.3,67.6,14.4,72.9,9.01,0,0,0,0,0,FALSE,0,0
2024-01-04 02:00:00,13.7,68.6,14.3,77.8,9.58,0,0,0,0,0,FALSE,0,0
2024-01-04 03:00:00,15,78.2,16.9,74,10.66,0,0,0,0,0,FALSE,0,0
2024-01-04 04:00:00,13.3,70.3,13.9,67.2,8.07,0,22.5,44.1,0,0,FALSE,66.6,0.067
2024-01-04 05:00:00,15.8,67.6,17,62.7,9.09,1455.3,39.8,71.9,0,0,FALSE,1567,1.567
2024-01-04 06:00:00,14.7,62,15.5,68.9,9.09,1446.4,46.1,69.8,156.5,0,TRUE,1718.9,1.719
2024-01-04 07:00:00,15.9,74.1,16.9,79.5,11.42,0,50.9,76.2,0,0,TRUE,127.1,0.127
2024-01-04 08:00:00,15.3,64.2,16.3,69.5,9.61,1775,0,40.8,0,0,TRUE,1815.8,1.816
2024-01-04 09:00:00,12.8,60.5,14.3,67.5,8.29,1735.4,0,32.2,0,0,TRUE,1767.6,1.768
2024-01-04 10:00:00,14,63.2,15.7,71.5,9.57,0,0,0,0,0,FALSE,0,0
2024-01-04 11:00:00,12,65.2,13.3,72.7,8.4,0,0,0,0,0,FALSE,0,0
2024-01-04 12:00:00,13.9,64.7,15.5,71.9,9.51,0,0,0,0,0,FALSE,0,0
2024-01-04 13:00:00,13.1,74.9,13.9,80.5,9.62,0,0,0,0,0,FALSE,0,0
2024-01-04 14:00:00,15.3,70.8,16,68.5,9.34,0,0,0,0,0,FALSE,0,0
2024-01-04 15:00:00,16.4,69.3,17.3,75.1,11.06,0,0,0,0,0,FALSE,0,0
2024-01-04 16:00:00,15.1,65.9,16.6,75.5,10.69,0,0,0,0,0,FALSE,0,0
2024-01-04 17:00:00,10.5,68.9,11.6,65.2,6.79,0,0,0,0,0,FALSE,0,0
2024-01-04 18:00:00,13.4,70.4,15,67.3,8.63,0,0,0,0,0,FALSE,0,0
2024-01-04 19:00:00,11.7,74.1,12.5,80.1,8.81,0,48.9,31.9,0,0,TRUE,80.8,0.081
2024-01-04 20:00:00,13.5,70.2,14.3,76.7,9.43,1550.2,0,74.8,0,0,TRUE,1625.1,1.625
2024-01-04 21:00:00,13.4,65.8,14,72.7,8.77,805.6,59.9,64.9,0,0,TRUE,930.4,0.93
2024-01-04 22:00:00,14.4,69.8,15.2,78.9,10.24,0,0,0,0,0,TRUE,0,0
2024-01-04 23:00:00,14.4,71.8,16,78.3,10.66,0,0,0,0,0,FALSE,0,0
2024-01-05 00:00:00,14.8,71.7,16.4,80.6,11.25,0,0,0,0,0,FALSE,0,0
2024-01-05 01:00:00,15.5,71.7,16.2,78.3,10.77,0,0,0,0,0,FALSE,0,0
2024-01-05 02:00:00,14.6,68.7,15.4,78.4,10.31,0,0,0,0,0,FALSE,0,0
2024-01-05 03:00:00,17.8,66.6,19.7,75.4,12.82,0,0,0,0,0,FALSE,0,0
2024-01-05 04:00:00,13.4,65.2,14.9,62.6,7.96,0,51.6,79,0,0,FALSE,130.6,0.131
2024-01-05 05:00:00,13.9,73.4,15.2,80,10.38,1602.6,0,36.8,0,0,FALSE,1639.4,1.639
2024-01-05 06:00:00,15.1,68.3,17,77.4,11.17,0,0,0,0,0,TRUE,0,0
2024-01-05 07:00:00,12.9,67.1,14.5,76.5,9.5,1157.1,21.5,73.6,0,0,TRUE,1252.2,1.252
2024-01-05 08:00:00,14.2,71.4,16.2,77.7,10.69,1391.7,0,62.3,0,0,TRUE,1453.9,1.454
2024-01-05 09:00:00,11.5,72.2,13.2,77.5,8.88,0,0,0,0,0,TRUE,0,0
2024-01-05 10:00:00,11.9,72.6,13.4,68,7.91,0,0,0,0,0,FALSE,0,0
2024-01-05 11:00:00,13.8,63.3,14.5,58.9,7.31,0,0,0,0,0,FALSE,0,0
2024-01-05 12:00:00,12.8,60.4,14.5,67.4,8.36,0,0,0,0,0,FALSE,0,0
2024-01-05 13:00:00,12.2,67,13.5,63.8,7.46,0,0,0,0,0,FALSE,0,0
2024-01-05 14:00:00,13.6,67.9,15.2,77.8,10.07,0,0,0,0,0,FALSE,0,0
2024-01-05 15:00:00,15.2,80.1,17.2,88.7,12.96,0,0,0,0,0,FALSE,0,0
2024-01-05 16:00:00,15.1,71.8,16.8,69.6,9.93,0,0,0,0,0,FALSE,0,0
2024-01-05 17:00:00,14.3,65.9,15.5,63.6,8.4,0,0,0,0,0,FALSE,0,0
2024-01-05 18:00:00,15,62,15.8,67.6,9.12,0,20.8,79.7,0,0,FALSE,100.5,0.101
2024-01-05 19:00:00,15.6,65.2,17.4,70.6,10.46,0,32.5,72.4,0,0,TRUE,104.9,0.105
2024-01-05 20:00:00,12.9,59,14.2,54.3,6.63,1111.6,49.9,65.4,104.8,0,TRUE,1331.7,1.332
2024-01-05 21:00:00,13.8,70.4,14.7,68.1,8.6,0,28.8,79.2,0,0,TRUE,108,0.108
2024-01-05 22:00:00,16,58.7,17.4,68.4,10.13,1289.6,0,37.9,0,0,TRUE,1327.5,1.327
2024-01-05 23:00:00,13.1,62.9,14.8,58.8,7.44,0,0,0,0,0,FALSE,0,0
2024-01-06 00:00:00,11.8,62.8,13.5,70.6,8.28,0,0,0,0,0,FALSE,0,0
2024-01-06 01:00:00,14.8,67.5,16.7,63.5,9.03,0,0,0,0,0,FALSE,0,0
2024-01-06 02:00:00,13.3,65.4,14.8,74.4,9.4,0,0,0,0,0,FALSE,0,0
2024-01-06 03:00:00,11.8,62.9,12.9,58,6.53,0,0,0,0,0,FALSE,0,0
2024-01-06 04:00:00,14.7,63.2,15.7,68.8,9.22,0,45.2,48.9,0,0,FALSE,94.1,0.094
2024-01-06 05:00:00,16.2,72.4,16.8,81.9,11.69,1638,59,30.8,0,0,FALSE,1727.7,1.728
2024-01-06 06:00:00,14.5,65.7,15.3,62,8.08,964.9,26.3,68.7,0,0,TRUE,1059.9,1.06
2024-01-06 07:00:00,14.7,66.8,16.5,62.5,8.75,978,50.9,71.3,0,0,TRUE,1100.2,1.1
2024-01-06 08:00:00,16,63.9,16.7,60,8.5,0,0,0,171.2,0,TRUE,171.2,0.171
2024-01-06 09:00:00,14.5,62.5,15.2,71.6,9.31,1265.8,0,36.4,0,0,TRUE,1302.2,1.302
2024-01-06 10:00:00,13.4,70.3,14,67.9,8.18,0,0,0,0,0,TRUE,0,0
2024-01-06 11:00:00,16.2,68.2,17.9,75.8,11.56,0,0,0,0,0,TRUE,0,0
2024-01-06 12:00:00,13.4,60.9,14.2,68.4,8.35,0,0,0,248.2,459.6,TRUE,707.8,0.708
2024-01-06 13:00:00,14.3,70.5,15.1,76.2,9.85,0,0,0,0,0,TRUE,0,0
2024-01-06 14:00:00,15.5,75.5,16.6,83.7,11.8,0,0,0,0,0,TRUE,0,0
2024-01-06 15:00:00,15.2,70.8,16.4,78.4,10.95,0,0,0,0,0,TRUE,0,0
2024-01-06 16:00:00,15,68,16.8,77,11.03,0,0,0,0,0,TRUE,0,0
2024-01-06 17:00:00,13.7,62,15,57.3,7.33,0,0,0,0,0,TRUE,0,0
2024-01-06 18:00:00,12.9,65.7,13.6,71,8.34,0,50.4,41,0,0,TRUE,91.4,0.091
2024-01-06 19:00:00,13.6,70.3,14.5,68,8.43,0,0,60.5,0,0,TRUE,60.5,0.061
2024-01-06 20:00:00,15.2,75.3,15.8,82.5,11.11,1449.2,0,75.2,0,0,TRUE,1524.4,1.524
2024-01-06 21:00:00,14.8,61.7,15.3,57.3,7.48,0,0,0,0,0,TRUE,0,0
2024-01-06 22:00:00,12.4,61.6,13.6,67.2,7.9,0,0,0,0,0,TRUE,0,0
2024-01-06 23:00:00,14,72.7,14.5,80.4,10.02,0,0,0,0,0,FALSE,0,0
2024-01-07 00:00:00,14,74.3,14.8,72.2,9.15,0,0,0,0,0,FALSE,0,0
2024-01-07 01:00:00,15.4,65.2,16.8,70.6,10.09,0,0,0,0,0,FALSE,0,0
2024-01-07 02:00:00,15.2,63,16.4,68.5,9.58,0,0,0,0,0,FALSE,0,0
2024-01-07 03:00:00,14.6,66.4,16,72.6,9.87,0,0,0,0,0,FALSE,0,0
2024-01-07 04:00:00,14,66,15.2,72,9.35,0,20.3,45.1,0,0,FALSE,65.4,0.065
2024-01-07 05:00:00,13.3,69.6,14.9,79,10.07,1418.2,0,60.2,0,0,FALSE,1478.5,1.478
2024-01-07 06:00:00,14.3,68.7,15.7,64.1,8.58,1685.6,23.9,49.8,0,0,TRUE,1759.4,1.759
2024-01-07 07:00:00,13.9,70,15.3,78.6,10.24,1027.1,49.3,40.7,0,0,TRUE,1117.1,1.117
2024-01-07 08:00:00,11.8,60.1,12.3,66.3,7.22,0,0,0,0,0,TRUE,0,0
2024-01-07 09:00:00,13.8,67.2,14.6,73.7,9.19,0,0,0,0,0,TRUE,0,0
2024-01-07 10:00:00,13.8,58.7,15.8,68,9.16,0,0,0,0,0,TRUE,0,0
2024-01-07 11:00:00,12.9,70.1,14.1,66.1,8.04,0,0,0,0,609.3,TRUE,609.3,0.609
2024-01-07 12:00:00,11.6,64.1,13.5,70.4,8.22,0,0,0,0,0,TRUE,0,0
2024-01-07 13:00:00,12.8,71.5,13.8,67.6,8.04,0,0,0,0,0,TRUE,0,0
2024-01-07 14:00:00,12.3,74,14.2,79.6,9.73,0,0,0,0,0,TRUE,0,0
2024-01-07 15:00:00,12.5,69,13.5,64.9,7.6,0,0,0,0,0,TRUE,0,0
2024-01-07 16:00:00,13.1,71.5,15,67.2,8.62,0,0,0,0,0,TRUE,0,0
2024-01-07 17:00:00,13.7,69.2,14.8,77,9.75,0,0,0,132.5,0,TRUE,132.5,0.133
2024-01-07 18:00:00,14.1,69.5,15.3,66,8.63,0,43.9,37.5,0,0,TRUE,81.4,0.081
2024-01-07 19:00:00,13.8,66.6,14.9,72.1,9.16,0,34.5,46.4,0,0,TRUE,80.9,0.081
2024-01-07 20:00:00,15.4,73.8,17.4,70.9,10.49,1150.1,52.4,51.5,0,0,TRUE,1254,1.254
2024-01-07 21:00:00,12.7,67.1,13.8,72.4,8.62,1277.9,0,69.1,0,0,TRUE,1347,1.347
2024-01-07 22:00:00,13.2,62.6,14.3,70.2,8.64,0,0,38.5,0,0,TRUE,38.5,0.039
2024-01-07 23:00:00,14.8,66.9,16,63.3,8.59,0,0,0,0,0,FALSE,0,0
2024-01-08 00:00:00,17,75.8,18.8,72.9,11.72,0,0,0,0,0,FALSE,0,0
2024-01-08 01:00:00,15.7,64.5,17.2,60.7,8.91,0,0,0,0,0,FALSE,0,0
2024-01-08 02:00:00,18.7,72,19.5,79.3,13.29,0,0,0,0,0,FALSE,0,0
2024-01-08 03:00:00,17,63.9,17.8,59.5,9.05,0,0,0,0,0,FALSE,0,0
2024-01-08 04:00:00,15,68.8,16.9,78.6,11.29,0,48.6,33.5,0,0,FALSE,82.1,0.082
2024-01-08 05:00:00,14.4,68.1,15.5,64.1,8.46,1737.5,46.9,56.9,0,0,FALSE,1841.3,1.841
2024-01-08 06:00:00,14,65,14.6,60.7,7.6,1497.7,55.2,39.9,244.1,0,TRUE,1836.9,1.837
2024-01-08 07:00:00,15.3,71.3,16.3,67.8,9.42,0,0,37.5,0,0,TRUE,37.5,0.037
2024-01-08 08:00:00,14.4,73.3,16.2,69.3,9.54,0,0,0,0,0,TRUE,0,0
2024-01-08 09:00:00,15.2,73.1,16.1,69.8,9.57,0,0,35.9,0,0,TRUE,35.9,0.036
2024-01-08 10:00:00,13.5,68.4,15.1,77.5,9.97,0,0,0,0,0,FALSE,0,0
2024-01-08 11:00:00,15.5,70.6,17.4,77.2,11.43,0,0,0,0,0,FALSE,0,0
2024-01-08 12:00:00,14.2,71.9,14.8,69.1,8.75,0,0,0,0,0,FALSE,0,0
2024-01-08 13:00:00,13.6,64.8,14.2,59.8,7.31,0,0,0,0,0,FALSE,0,0
2024-01-08 14:00:00,12.3,75.5,13.4,72.8,8.45,0,0,0,0,0,FALSE,0,0
2024-01-08 15:00:00,14,73.8,15.4,81,10.63,0,0,0,0,0,FALSE,0,0
2024-01-08 16:00:00,12,73.6,13.6,70.5,8.31,0,0,0,0,0,FALSE,0,0
2024-01-08 17:00:00,15.5,67,16.7,73.5,10.45,0,0,0,0,0,FALSE,0,0
2024-01-08 18:00:00,11.5,63.7,13.3,69.3,8.02,0,0,0,0,0,FALSE,0,0
2024-01-08 19:00:00,11.5,74.6,12.8,81.4,9.1,0,0,42.5,0,0,TRUE,42.5,0.042
2024-01-08 20:00:00,14.2,71.5,15.6,78.4,10.42,914.6,0,45.1,0,0,TRUE,959.6,0.96
2024-01-08 21:00:00,12.6,71.9,13.9,81.7,9.76,0,44,57.2,0,0,TRUE,101.2,0.101
2024-01-08 22:00:00,12.4,63.8,13.4,61.2,7.12,0,22.7,42.8,106.4,0,TRUE,171.9,0.172
2024-01-08 23:00:00,12.9,65,14.1,70.2,8.52,0,0,0,0,0,FALSE,0,0
2024-01-09 00:00:00,12.5,70.9,13.1,67.8,7.72,0,0,0,0,0,FALSE,0,0
2024-01-09 01:00:00,13.7,66.1,15.3,75.1,9.8,0,0,0,0,0,FALSE,0,0
2024-01-09 02:00:00,11.5,76.2,12.7,84.8,9.42,0,0,0,0,0,FALSE,0,0
2024-01-09 03:00:00,15.6,70.2,17.5,76,11.35,0,0,0,0,0,FALSE,0,0
2024-01-09 04:00:00,14.2,63.5,15.5,71.5,9.43,0,26.4,45.3,0,0,FALSE,71.7,0.072
2024-01-09 05:00:00,15.3,64,17,61.1,8.82,990.9,48.7,30,0,0,FALSE,1069.6,1.07
2024-01-09 06:00:00,17,72.4,18.6,69.1,10.98,0,31.2,75.8,0,0,TRUE,107,0.107
2024-01-09 07:00:00,12.8,69.9,14,78.4,9.44,0,33,63,0,0,TRUE,96,0.096
2024-01-09 08:00:00,12.2,68.2,14,76.8,9.26,1365.9,0,41.1,182.8,0,TRUE,1589.8,1.59
2024-01-09 09:00:00,14.9,74.7,16.6,72.5,10.25,1220.5,0,31.8,0,0,TRUE,1252.3,1.252
2024-01-09 10:00:00,13,66.3,14.1,73.8,8.95,0,0,0,0,0,FALSE,0,0
2024-01-09 11:00:00,16.1,63.3,17.7,60.6,9.15,0,0,0,0,0,FALSE,0,0
2024-01-09 12:00:00,15.8,71.9,17.2,77.9,11.41,0,0,0,0,0,FALSE,0,0
2024-01-09 13:00:00,14.8,68.5,16,65.5,8.94,0,0,0,0,0,FALSE,0,0
2024-01-09 14:00:00,15.1,68.4,16.7,75.4,10.7,0,0,0,0,0,FALSE,0,0
2024-01-09 15:00:00,14.3,69.2,15.4,76.8,10.11,0,0,0,0,0,FALSE,0,0
2024-01-09 16:00:00,12.6,69.6,14.1,66.7,8.11,0,0,0,0,0,FALSE,0,0
2024-01-09 17:00:00,14.8,66,16.7,75.3,10.71,0,0,0,0,0,FALSE,0,0
2024-01-09 18:00:00,14.1,68.7,15.5,65.2,8.6,0,55.3,51.3,0,0,FALSE,106.6,0.107
2024-01-09 19:00:00,15.6,64.7,17.3,59.9,8.84,0,42.9,61.5,0,0,TRUE,104.4,0.104
2024-01-09 20:00:00,13.4,72.4,14.9,79.6,10.15,956.3,40.2,31.4,0,0,TRUE,1027.8,1.028
2024-01-09 21:00:00,14.8,69.3,16.4,76.4,10.63,1127.2,50.5,54.2,0,0,TRUE,1231.8,1.232
2024-01-09 22:00:00,12.8,62,14.3,70.6,8.7,0,27.2,35.5,0,0,TRUE,62.7,0.063
2024-01-09 23:00:00,15.8,71,17.6,66.5,9.94,0,0,0,0,0,FALSE,0,0
2024-01-10 00:00:00,14.7,66.7,15.9,64,8.67,0,0,0,0,0,FALSE,0,0
2024-01-10 01:00:00,13.3,67.9,14,77,9.29,0,0,0,0,0,FALSE,0,0
2024-01-10 02:00:00,14.1,70,15,67.8,8.72,0,0,0,0,0,FALSE,0,0
2024-01-10 03:00:00,12.9,74.8,14.7,81.1,10.22,0,0,0,0,0,FALSE,0,0
2024-01-10 04:00:00,13.2,73.5,14.8,81.8,10.39,0,37.9,56.6,0,0,FALSE,94.5,0.094
2024-01-10 05:00:00,15.3,68.6,16.4,76.7,10.7,1453,45.8,33.4,0,0,FALSE,1532.2,1.532
2024-01-10 06:00:00,14.9,70.8,16.8,65.9,9.42,0,22,66.4,0,0,TRUE,88.4,0.088
2024-01-10 07:00:00,12.5,70.8,14.3,67,8.22,1001.8,52.2,59.7,0,0,TRUE,1113.7,1.114
2024-01-10 08:00:00,12.7,64.8,13.6,72.1,8.51,0,0,0,0,459,TRUE,459,0.459
2024-01-10 09:00:00,12.8,66.5,13.4,62.4,7.25,0,0,55,0,483.8,TRUE,538.8,0.539
2024-01-10 10:00:00,13.1,62.4,14.2,72,8.81,0,0,0,0,0,FALSE,0,0
2024-01-10 11:00:00,14.2,62.1,14.8,67.3,8.54,0,0,0,0,0,FALSE,0,0
2024-01-10 12:00:00,14.9,69.2,16.9,78,11.21,0,0,0,0,0,FALSE,0,0
2024-01-10 13:00:00,14.4,67.3,15,73.1,9.39,0,0,0,0,0,FALSE,0,0
2024-01-10 14:00:00,13.3,68.5,15.2,63.7,8.24,0,0,0,0,0,FALSE,0,0
2024-01-10 15:00:00,14.6,61.4,15.3,70.8,9.23,0,0,0,0,0,FALSE,0,0
2024-01-10 16:00:00,12.7,70.6,14.5,68.5,8.52,0,0,0,0,0,FALSE,0,0
2024-01-10 17:00:00,13.4,66.8,15.1,64,8.26,0,0,0,0,0,FALSE,0,0
2024-01-10 18:00:00,15.8,68.4,17.6,73.6,11.05,0,49.1,66.4,0,0,FALSE,115.5,0.116
2024-01-10 19:00:00,10.4,67.5,11.8,73.3,7.69,0,54.5,36.9,0,0,TRUE,91.4,0.091
2024-01-10 20:00:00,13.8,62.3,15.4,70,9.18,1790.2,33.9,33.6,0,0,TRUE,1857.7,1.858
2024-01-10 21:00:00,13.6,65.1,14.6,71.1,8.91,0,0,0,0,0,TRUE,0,0
2024-01-10 22:00:00,12.8,69.3,14.7,67.2,8.48,0,0,33.5,0,0,TRUE,33.5,0.033
2024-01-10 23:00:00,14.6,65,15.5,71.9,9.49,0,0,0,0,0,FALSE,0,0
2024-01-11 00:00:00,12.9,68.2,14.8,74.8,9.47,0,0,0,0,0,FALSE,0,0
2024-01-11 01:00:00,14.6,69.4,16.2,76.6,10.54,0,0,0,0,0,FALSE,0,0
2024-01-11 02:00:00,15.6,64.4,16.3,61.5,8.55,0,0,0,0,0,FALSE,0,0
2024-01-11 03:00:00,13.7,69.5,15.7,65.2,8.71,0,0,0,0,0,FALSE,0,0
2024-01-11 04:00:00,13.2,66,15.1,71.6,9.26,0,0,0,0,0,FALSE,0,0
2024-01-11 05:00:00,14.1,66.5,14.8,61.9,7.81,1391.7,56.8,66.9,0,0,FALSE,1515.4,1.515
2024-01-11 06:00:00,16.4,67.8,17.9,73.8,11.28,1554.6,33.2,55.5,0,0,TRUE,1643.3,1.643
2024-01-11 07:00:00,11.6,66.7,12.7,74.8,8.33,903.5,0,66.7,0,0,TRUE,970.2,0.97
2024-01-11 08:00:00,13.1,66.5,14.2,75.7,9.26,0,0,0,210.5,0,TRUE,210.5,0.21
